town,county,office,district,party,candidate,winner,votes
Cornish,Sullivan,Executive Council,1,,Scatter,False,0
Crawford's Purchase,Coos,Executive Council,1,,Scatter,False,0
Croydon,Sullivan,Executive Council,1,,Scatter,False,0
Cutt's Grant,Coos,Executive Council,1,,Scatter,False,0
Dalton,Coos,Executive Council,1,,Scatter,False,0
Danbury,Merrimack,Executive Council,1,,Scatter,False,0
Dix's Grant,Coos,Executive Council,1,,Scatter,False,0
Dixville,Coos,Executive Council,1,,Scatter,False,0
Dorchester,Grafton,Executive Council,1,,Scatter,False,0
Dummer,Coos,Executive Council,1,,Scatter,False,0
Easton,Grafton,Executive Council,1,,Scatter,False,0
Eaton,Carroll,Executive Council,1,,Scatter,False,0
Effingham,Carroll,Executive Council,1,,Scatter,False,0
Ellsworth,Grafton,Executive Council,1,,Scatter,False,0
Enfield,Grafton,Executive Council,1,,Scatter,False,10
Errol,Coos,Executive Council,1,,Scatter,False,0
Erving's Location,Coos,Executive Council,1,,Scatter,False,0
Franconia,Grafton,Executive Council,1,,Scatter,False,0
Freedom,Carroll,Executive Council,1,,Scatter,False,0
Gilford,Belknap,Executive Council,1,,Scatter,False,7
Gorham,Coos,Executive Council,1,,Scatter,False,0
Grafton,Grafton,Executive Council,1,,Scatter,False,0
Grantham,Sullivan,Executive Council,1,,Scatter,False,0
Green's Grant,Coos,Executive Council,1,,Scatter,False,0
Groton,Grafton,Executive Council,1,,Scatter,False,0
Hadley's Purchase,Coos,Executive Council,1,,Scatter,False,0
Hale's Location,Carroll,Executive Council,1,,Scatter,False,0
Hanover,Grafton,Executive Council,1,,Scatter,False,5
Hart's Location,Carroll,Executive Council,1,,Scatter,False,0
Haverhill,Grafton,Executive Council,1,,Scatter,False,4
Hebron,Grafton,Executive Council,1,,Scatter,False,0
Hill,Merrimack,Executive Council,1,,Scatter,False,0
Holderness,Grafton,Executive Council,1,,Scatter,False,1
Jackson,Carroll,Executive Council,1,,Scatter,False,0
Jefferson,Coos,Executive Council,1,,Scatter,False,1
Kilkenny,Coos,Executive Council,1,,Scatter,False,0
Laconia,Belknap,Executive Council,1,,Scatter,False,4
Lancaster,Coos,Executive Council,1,,Scatter,False,1
Landaff,Grafton,Executive Council,1,,Scatter,False,0
Lebanon,Grafton,Executive Council,1,,Scatter,False,1
Lincoln,Grafton,Executive Council,1,,Scatter,False,0
Lisbon,Grafton,Executive Council,1,,Scatter,False,2
Littleton,Grafton,Executive Council,1,,Scatter,False,0
Livermore,Grafton,Executive Council,1,,Scatter,False,0
Low & Burbank's Grant,Coos,Executive Council,1,,Scatter,False,0
Lyman,Grafton,Executive Council,1,,Scatter,False,0
Lyme,Grafton,Executive Council,1,,Scatter,False,0
Madison,Carroll,Executive Council,1,,Scatter,False,1
Martin's Location,Coos,Executive Council,1,,Scatter,False,0
Meredith,Belknap,Executive Council,1,,Scatter,False,1
Middleton,Strafford,Executive Council,1,,Scatter,False,0
Milan,Coos,Executive Council,1,,Scatter,False,0
Millsfield,Coos,Executive Council,1,,Scatter,False,0
Milton,Strafford,Executive Council,1,,Scatter,False,1
Monroe,Grafton,Executive Council,1,,Scatter,False,0
Moultonborough,Carroll,Executive Council,1,,Scatter,False,0
New Durham,Strafford,Executive Council,1,,Scatter,False,1
New Hampton,Belknap,Executive Council,1,,Scatter,False,0
New London,Merrimack,Executive Council,1,,Scatter,False,1
Newport,Sullivan,Executive Council,1,,Scatter,False,1
Northumberland,Coos,Executive Council,1,,Scatter,False,1
Odell,Coos,Executive Council,1,,Scatter,False,0
Orange,Grafton,Executive Council,1,,Scatter,False,0
Orford,Grafton,Executive Council,1,,Scatter,False,0
Ossipee,Carroll,Executive Council,1,,Scatter,False,0
Piermont,Grafton,Executive Council,1,,Scatter,False,0
Pinkham's Grant,Coos,Executive Council,1,,Scatter,False,0
Pittsburg,Coos,Executive Council,1,,Scatter,False,1
Plainfield,Sullivan,Executive Council,1,,Scatter,False,0
Plymouth,Grafton,Executive Council,1,,Scatter,False,15
Randolph,Coos,Executive Council,1,,Scatter,False,0
Rumney,Grafton,Executive Council,1,,Scatter,False,3
Sanbornton,Belknap,Executive Council,1,,Scatter,False,1
Sandwich,Carroll,Executive Council,1,,Scatter,False,1
Sargent's Purchase,Coos,Executive Council,1,,Scatter,False,0
Second College Grant,Coos,Executive Council,1,,Scatter,False,0
Shelburne,Coos,Executive Council,1,,Scatter,False,0
Springfield,Sullivan,Executive Council,1,,Scatter,False,0
Stark,Coos,Executive Council,1,,Scatter,False,0
Stewartstown,Coos,Executive Council,1,,Scatter,False,0
Stratford,Coos,Executive Council,1,,Scatter,False,0
Success,Coos,Executive Council,1,,Scatter,False,0
Sugar Hill,Grafton,Executive Council,1,,Scatter,False,2
Sunapee,Sullivan,Executive Council,1,,Scatter,False,5
Tamworth,Carroll,Executive Council,1,,Scatter,False,0
Thompson & Meserve's Pur.,Coos,Executive Council,1,,Scatter,False,0
Thornton,Grafton,Executive Council,1,,Scatter,False,0
Tilton,Belknap,Executive Council,1,,Scatter,False,0
Tuftonboro,Carroll,Executive Council,1,,Scatter,False,0
Wakefield,Carroll,Executive Council,1,,Scatter,False,4
Warren,Grafton,Executive Council,1,,Scatter,False,0
Waterville Valley,Grafton,Executive Council,1,,Scatter,False,1
Wentworth,Grafton,Executive Council,1,,Scatter,False,2
Wentworth's Location,Coos,Executive Council,1,,Scatter,False,0
Whitefield,Coos,Executive Council,1,,Scatter,False,3
Wilmot,Merrimack,Executive Council,1,,Scatter,False,0
Wolfeboro,Carroll,Executive Council,1,,Scatter,False,1
Woodstock,Grafton,Executive Council,1,,Scatter,False,0
Acworth,Sullivan,Executive Council,2,D,Colin Van Ostern,True,276
Alstead,Cheshire,Executive Council,2,D,Colin Van Ostern,True,561
Barnstead,Belknap,Executive Council,2,D,Colin Van Ostern,True,957
Belmont,Belknap,Executive Council,2,D,Colin Van Ostern,True,1449
Boscawen,Merrimack,Executive Council,2,D,Colin Van Ostern,True,808
Bradford,Merrimack,Executive Council,2,D,Colin Van Ostern,True,443
Canterbury,Merrimack,Executive Council,2,D,Colin Van Ostern,True,794
Charlestown,Sullivan,Executive Council,2,D,Colin Van Ostern,True,1044
Chesterfield,Cheshire,Executive Council,2,D,Colin Van Ostern,True,1096
Concord,Merrimack,Executive Council,2,D,Colin Van Ostern,True,12680
Dover,Strafford,Executive Council,2,D,Colin Van Ostern,True,8448
Dublin,Cheshire,Executive Council,2,D,Colin Van Ostern,True,586
Durham,Strafford,Executive Council,2,D,Colin Van Ostern,True,4207
Farmington,Strafford,Executive Council,2,D,Colin Van Ostern,True,1262
Franklin,Merrimack,Executive Council,2,D,Colin Van Ostern,True,1715
Gilmanton,Belknap,Executive Council,2,D,Colin Van Ostern,True,826
Gilsum,Cheshire,Executive Council,2,D,Colin Van Ostern,True,216
Goshen,Sullivan,Executive Council,2,D,Colin Van Ostern,True,154
Hancock,Hillsborough,Executive Council,2,D,Colin Van Ostern,True,675
Harrisville,Cheshire,Executive Council,2,D,Colin Van Ostern,True,441
Henniker,Merrimack,Executive Council,2,D,Colin Van Ostern,True,1328
Hinsdale,Cheshire,Executive Council,2,D,Colin Van Ostern,True,1049
Hopkinton,Merrimack,Executive Council,2,D,Colin Van Ostern,True,2103
Keene,Cheshire,Executive Council,2,D,Colin Van Ostern,True,7248
Langdon,Sullivan,Executive Council,2,D,Colin Van Ostern,True,177
Lempster,Sullivan,Executive Council,2,D,Colin Van Ostern,True,220
Madbury,Strafford,Executive Council,2,D,Colin Van Ostern,True,595
Marlborough,Cheshire,Executive Council,2,D,Colin Van Ostern,True,668
Marlow,Cheshire,Executive Council,2,D,Colin Van Ostern,True,230
Nelson,Cheshire,Executive Council,2,D,Colin Van Ostern,True,278
Newbury,Merrimack,Executive Council,2,D,Colin Van Ostern,True,564
Northfield,Merrimack,Executive Council,2,D,Colin Van Ostern,True,975
Rochester,Strafford,Executive Council,2,D,Colin Van Ostern,True,6465
Rollinsford,Strafford,Executive Council,2,D,Colin Van Ostern,True,739
Roxbury,Cheshire,Executive Council,2,D,Colin Van Ostern,True,90
Salisbury,Merrimack,Executive Council,2,D,Colin Van Ostern,True,337
Somersworth,Strafford,Executive Council,2,D,Colin Van Ostern,True,2613
Stoddard,Cheshire,Executive Council,2,D,Colin Van Ostern,True,348
Strafford,Strafford,Executive Council,2,D,Colin Van Ostern,True,1104
Sullivan,Cheshire,Executive Council,2,D,Colin Van Ostern,True,190
Surry,Cheshire,Executive Council,2,D,Colin Van Ostern,True,234
Sutton,Merrimack,Executive Council,2,D,Colin Van Ostern,True,557
Unity,Sullivan,Executive Council,2,D,Colin Van Ostern,True,311
Walpole,Cheshire,Executive Council,2,D,Colin Van Ostern,True,1109
Warner,Merrimack,Executive Council,2,D,Colin Van Ostern,True,846
Washington,Sullivan,Executive Council,2,D,Colin Van Ostern,True,220
Webster,Merrimack,Executive Council,2,D,Colin Van Ostern,True,555
Westmoreland,Cheshire,Executive Council,2,D,Colin Van Ostern,True,574
Winchester,Cheshire,Executive Council,2,D,Colin Van Ostern,True,935
Acworth,Sullivan,Executive Council,2,R,Michael J. Tierney,False,218
Alstead,Cheshire,Executive Council,2,R,Michael J. Tierney,False,370
Barnstead,Belknap,Executive Council,2,R,Michael J. Tierney,False,1185
Belmont,Belknap,Executive Council,2,R,Michael J. Tierney,False,1727
Boscawen,Merrimack,Executive Council,2,R,Michael J. Tierney,False,754
Bradford,Merrimack,Executive Council,2,R,Michael J. Tierney,False,451
Canterbury,Merrimack,Executive Council,2,R,Michael J. Tierney,False,541
Charlestown,Sullivan,Executive Council,2,R,Michael J. Tierney,False,952
Chesterfield,Cheshire,Executive Council,2,R,Michael J. Tierney,False,869
Concord,Merrimack,Executive Council,2,R,Michael J. Tierney,False,6469
Dover,Strafford,Executive Council,2,R,Michael J. Tierney,False,5779
Dublin,Cheshire,Executive Council,2,R,Michael J. Tierney,False,371
Durham,Strafford,Executive Council,2,R,Michael J. Tierney,False,1993
Farmington,Strafford,Executive Council,2,R,Michael J. Tierney,False,1364
Franklin,Merrimack,Executive Council,2,R,Michael J. Tierney,False,1531
Gilmanton,Belknap,Executive Council,2,R,Michael J. Tierney,False,1121
Gilsum,Cheshire,Executive Council,2,R,Michael J. Tierney,False,182
Goshen,Sullivan,Executive Council,2,R,Michael J. Tierney,False,209
Hancock,Hillsborough,Executive Council,2,R,Michael J. Tierney,False,450
Harrisville,Cheshire,Executive Council,2,R,Michael J. Tierney,False,186
Henniker,Merrimack,Executive Council,2,R,Michael J. Tierney,False,970
Hinsdale,Cheshire,Executive Council,2,R,Michael J. Tierney,False,519
Hopkinton,Merrimack,Executive Council,2,R,Michael J. Tierney,False,1387
Keene,Cheshire,Executive Council,2,R,Michael J. Tierney,False,3365
Langdon,Sullivan,Executive Council,2,R,Michael J. Tierney,False,164
Lempster,Sullivan,Executive Council,2,R,Michael J. Tierney,False,281
Madbury,Strafford,Executive Council,2,R,Michael J. Tierney,False,435
Marlborough,Cheshire,Executive Council,2,R,Michael J. Tierney,False,365
Marlow,Cheshire,Executive Council,2,R,Michael J. Tierney,False,160
Nelson,Cheshire,Executive Council,2,R,Michael J. Tierney,False,136
Newbury,Merrimack,Executive Council,2,R,Michael J. Tierney,False,647
Northfield,Merrimack,Executive Council,2,R,Michael J. Tierney,False,978
Rochester,Strafford,Executive Council,2,R,Michael J. Tierney,False,6445
Rollinsford,Strafford,Executive Council,2,R,Michael J. Tierney,False,642
Roxbury,Cheshire,Executive Council,2,R,Michael J. Tierney,False,43
Salisbury,Merrimack,Executive Council,2,R,Michael J. Tierney,False,378
Somersworth,Strafford,Executive Council,2,R,Michael J. Tierney,False,2071
Stoddard,Cheshire,Executive Council,2,R,Michael J. Tierney,False,332
Strafford,Strafford,Executive Council,2,R,Michael J. Tierney,False,1083
Sullivan,Cheshire,Executive Council,2,R,Michael J. Tierney,False,141
Surry,Cheshire,Executive Council,2,R,Michael J. Tierney,False,202
Sutton,Merrimack,Executive Council,2,R,Michael J. Tierney,False,526
Unity,Sullivan,Executive Council,2,R,Michael J. Tierney,False,346
Walpole,Cheshire,Executive Council,2,R,Michael J. Tierney,False,796
Warner,Merrimack,Executive Council,2,R,Michael J. Tierney,False,639
Washington,Sullivan,Executive Council,2,R,Michael J. Tierney,False,289
Webster,Merrimack,Executive Council,2,R,Michael J. Tierney,False,470
Westmoreland,Cheshire,Executive Council,2,R,Michael J. Tierney,False,394
Winchester,Cheshire,Executive Council,2,R,Michael J. Tierney,False,664
Acworth,Sullivan,Executive Council,2,,Scatter,False,0
Alstead,Cheshire,Executive Council,2,,Scatter,False,0
Barnstead,Belknap,Executive Council,2,,Scatter,False,0
Belmont,Belknap,Executive Council,2,,Scatter,False,2
Boscawen,Merrimack,Executive Council,2,,Scatter,False,0
Bradford,Merrimack,Executive Council,2,,Scatter,False,0
Canterbury,Merrimack,Executive Council,2,,Scatter,False,1
Charlestown,Sullivan,Executive Council,2,,Scatter,False,0
Chesterfield,Cheshire,Executive Council,2,,Scatter,False,0
Concord,Merrimack,Executive Council,2,,Scatter,False,23
Dover,Strafford,Executive Council,2,,Scatter,False,8
Dublin,Cheshire,Executive Council,2,,Scatter,False,0
Durham,Strafford,Executive Council,2,,Scatter,False,12
Farmington,Strafford,Executive Council,2,,Scatter,False,0
Franklin,Merrimack,Executive Council,2,,Scatter,False,2
Gilmanton,Belknap,Executive Council,2,,Scatter,False,0
Gilsum,Cheshire,Executive Council,2,,Scatter,False,0
Goshen,Sullivan,Executive Council,2,,Scatter,False,1
Hancock,Hillsborough,Executive Council,2,,Scatter,False,0
Harrisville,Cheshire,Executive Council,2,,Scatter,False,0
Henniker,Merrimack,Executive Council,2,,Scatter,False,0
Hinsdale,Cheshire,Executive Council,2,,Scatter,False,0
Hopkinton,Merrimack,Executive Council,2,,Scatter,False,2
Keene,Cheshire,Executive Council,2,,Scatter,False,15
Langdon,Sullivan,Executive Council,2,,Scatter,False,0
Lempster,Sullivan,Executive Council,2,,Scatter,False,0
Madbury,Strafford,Executive Council,2,,Scatter,False,0
Marlborough,Cheshire,Executive Council,2,,Scatter,False,2
Marlow,Cheshire,Executive Council,2,,Scatter,False,1
Nelson,Cheshire,Executive Council,2,,Scatter,False,0
Newbury,Merrimack,Executive Council,2,,Scatter,False,2
Northfield,Merrimack,Executive Council,2,,Scatter,False,1
Rochester,Strafford,Executive Council,2,,Scatter,False,8
Rollinsford,Strafford,Executive Council,2,,Scatter,False,0
Roxbury,Cheshire,Executive Council,2,,Scatter,False,0
Salisbury,Merrimack,Executive Council,2,,Scatter,False,0
Somersworth,Strafford,Executive Council,2,,Scatter,False,4
Stoddard,Cheshire,Executive Council,2,,Scatter,False,0
Strafford,Strafford,Executive Council,2,,Scatter,False,1
Sullivan,Cheshire,Executive Council,2,,Scatter,False,1
Surry,Cheshire,Executive Council,2,,Scatter,False,2
Sutton,Merrimack,Executive Council,2,,Scatter,False,0
Unity,Sullivan,Executive Council,2,,Scatter,False,0
Walpole,Cheshire,Executive Council,2,,Scatter,False,1
Warner,Merrimack,Executive Council,2,,Scatter,False,0
Washington,Sullivan,Executive Council,2,,Scatter,False,0
Webster,Merrimack,Executive Council,2,,Scatter,False,0
Westmoreland,Cheshire,Executive Council,2,,Scatter,False,0
Winchester,Cheshire,Executive Council,2,,Scatter,False,0
Atkinson,Rockingham,Executive Council,3,D,Bill Duncan,False,1235
Brentwood,Rockingham,Executive Council,3,D,Bill Duncan,False,848
Chester,Rockingham,Executive Council,3,D,Bill Duncan,False,823
Danville,Rockingham,Executive Council,3,D,Bill Duncan,False,700
Derry,Rockingham,Executive Council,3,D,Bill Duncan,False,5796
East Kingston,Rockingham,Executive Council,3,D,Bill Duncan,False,433
Epping,Rockingham,Executive Council,3,D,Bill Duncan,False,1408
Exeter,Rockingham,Executive Council,3,D,Bill Duncan,False,4168
Fremont,Rockingham,Executive Council,3,D,Bill Duncan,False,776
Greenland,Rockingham,Executive Council,3,D,Bill Duncan,False,990
Hampstead,Rockingham,Executive Council,3,D,Bill Duncan,False,1505
Hampton,Rockingham,Executive Council,3,D,Bill Duncan,False,3860
Hampton Falls,Rockingham,Executive Council,3,D,Bill Duncan,False,398
Kensington,Rockingham,Executive Council,3,D,Bill Duncan,False,469
Kingston,Rockingham,Executive Council,3,D,Bill Duncan,False,1138
New Castle,Rockingham,Executive Council,3,D,Bill Duncan,False,379
Newfields,Rockingham,Executive Council,3,D,Bill Duncan,False,353
Newington,Rockingham,Executive Council,3,D,Bill Duncan,False,193
Newmarket,Rockingham,Executive Council,3,D,Bill Duncan,False,2546
Newton,Rockingham,Executive Council,3,D,Bill Duncan,False,898
North Hampton,Rockingham,Executive Council,3,D,Bill Duncan,False,1169
Pelham,Hillsborough,Executive Council,3,D,Bill Duncan,False,2233
Plaistow,Rockingham,Executive Council,3,D,Bill Duncan,False,1173
Portsmouth,Rockingham,Executive Council,3,D,Bill Duncan,False,7403
Raymond,Rockingham,Executive Council,3,D,Bill Duncan,False,1680
Rye,Rockingham,Executive Council,3,D,Bill Duncan,False,1621
Salem,Rockingham,Executive Council,3,D,Bill Duncan,False,4487
Sandown,Rockingham,Executive Council,3,D,Bill Duncan,False,983
Seabrook,Rockingham,Executive Council,3,D,Bill Duncan,False,1460
South Hampton,Rockingham,Executive Council,3,D,Bill Duncan,False,203
Stratham,Rockingham,Executive Council,3,D,Bill Duncan,False,1868
Windham,Rockingham,Executive Council,3,D,Bill Duncan,False,2236
Atkinson,Rockingham,Executive Council,3,R,Christopher Sununu,True,2555
Brentwood,Rockingham,Executive Council,3,R,Christopher Sununu,True,1269
Chester,Rockingham,Executive Council,3,R,Christopher Sununu,True,1590
Danville,Rockingham,Executive Council,3,R,Christopher Sununu,True,1328
Derry,Rockingham,Executive Council,3,R,Christopher Sununu,True,8222
East Kingston,Rockingham,Executive Council,3,R,Christopher Sununu,True,894
Epping,Rockingham,Executive Council,3,R,Christopher Sununu,True,1752
Exeter,Rockingham,Executive Council,3,R,Christopher Sununu,True,3744
Fremont,Rockingham,Executive Council,3,R,Christopher Sununu,True,1374
Greenland,Rockingham,Executive Council,3,R,Christopher Sununu,True,1190
Hampstead,Rockingham,Executive Council,3,R,Christopher Sununu,True,3082
Hampton,Rockingham,Executive Council,3,R,Christopher Sununu,True,4782
Hampton Falls,Rockingham,Executive Council,3,R,Christopher Sununu,True,954
Kensington,Rockingham,Executive Council,3,R,Christopher Sununu,True,730
Kingston,Rockingham,Executive Council,3,R,Christopher Sununu,True,1815
New Castle,Rockingham,Executive Council,3,R,Christopher Sununu,True,396
Newfields,Rockingham,Executive Council,3,R,Christopher Sununu,True,663
Newington,Rockingham,Executive Council,3,R,Christopher Sununu,True,307
Newmarket,Rockingham,Executive Council,3,R,Christopher Sununu,True,1981
Newton,Rockingham,Executive Council,3,R,Christopher Sununu,True,1286
North Hampton,Rockingham,Executive Council,3,R,Christopher Sununu,True,1550
Pelham,Hillsborough,Executive Council,3,R,Christopher Sununu,True,3881
Plaistow,Rockingham,Executive Council,3,R,Christopher Sununu,True,2253
Portsmouth,Rockingham,Executive Council,3,R,Christopher Sununu,True,4114
Raymond,Rockingham,Executive Council,3,R,Christopher Sununu,True,2630
Rye,Rockingham,Executive Council,3,R,Christopher Sununu,True,1869
Salem,Rockingham,Executive Council,3,R,Christopher Sununu,True,7997
Sandown,Rockingham,Executive Council,3,R,Christopher Sununu,True,1890
Seabrook,Rockingham,Executive Council,3,R,Christopher Sununu,True,2047
South Hampton,Rockingham,Executive Council,3,R,Christopher Sununu,True,286
Stratham,Rockingham,Executive Council,3,R,Christopher Sununu,True,2449
Windham,Rockingham,Executive Council,3,R,Christopher Sununu,True,4976
Atkinson,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,199
Brentwood,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,115
Chester,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,122
Danville,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,116
Derry,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,817
East Kingston,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,58
Epping,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,156
Exeter,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,283
Fremont,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,128
Greenland,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,81
Hampstead,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,224
Hampton,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,305
Hampton Falls,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,41
Kensington,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,58
Kingston,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,152
New Castle,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,14
Newfields,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,24
Newington,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,13
Newmarket,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,232
Newton,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,127
North Hampton,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,101
Pelham,Hillsborough,Executive Council,3,LIB,Michael J. Baldassarre,False,311
Plaistow,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,226
Portsmouth,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,448
Raymond,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,260
Rye,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,104
Salem,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,598
Sandown,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,148
Seabrook,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,225
South Hampton,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,29
Stratham,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,156
Windham,Rockingham,Executive Council,3,LIB,Michael J. Baldassarre,False,311
Atkinson,Rockingham,Executive Council,3,,Scatter,False,1
Brentwood,Rockingham,Executive Council,3,,Scatter,False,1
Chester,Rockingham,Executive Council,3,,Scatter,False,0
Danville,Rockingham,Executive Council,3,,Scatter,False,1
Derry,Rockingham,Executive Council,3,,Scatter,False,0
East Kingston,Rockingham,Executive Council,3,,Scatter,False,0
Epping,Rockingham,Executive Council,3,,Scatter,False,0
Exeter,Rockingham,Executive Council,3,,Scatter,False,2
Fremont,Rockingham,Executive Council,3,,Scatter,False,1
Greenland,Rockingham,Executive Council,3,,Scatter,False,0
Hampstead,Rockingham,Executive Council,3,,Scatter,False,2
Hampton,Rockingham,Executive Council,3,,Scatter,False,5
Hampton Falls,Rockingham,Executive Council,3,,Scatter,False,0
Kensington,Rockingham,Executive Council,3,,Scatter,False,0
Kingston,Rockingham,Executive Council,3,,Scatter,False,0
New Castle,Rockingham,Executive Council,3,,Scatter,False,0
Newfields,Rockingham,Executive Council,3,,Scatter,False,0
Newington,Rockingham,Executive Council,3,,Scatter,False,2
Newmarket,Rockingham,Executive Council,3,,Scatter,False,3
Newton,Rockingham,Executive Council,3,,Scatter,False,0
North Hampton,Rockingham,Executive Council,3,,Scatter,False,3
Pelham,Hillsborough,Executive Council,3,,Scatter,False,3
Plaistow,Rockingham,Executive Council,3,,Scatter,False,0
Portsmouth,Rockingham,Executive Council,3,,Scatter,False,4
Raymond,Rockingham,Executive Council,3,,Scatter,False,2
Rye,Rockingham,Executive Council,3,,Scatter,False,1
Salem,Rockingham,Executive Council,3,,Scatter,False,2
Sandown,Rockingham,Executive Council,3,,Scatter,False,0
Seabrook,Rockingham,Executive Council,3,,Scatter,False,2
South Hampton,Rockingham,Executive Council,3,,Scatter,False,0
Stratham,Rockingham,Executive Council,3,,Scatter,False,1
Windham,Rockingham,Executive Council,3,,Scatter,False,3
Allenstown,Merrimack,Executive Council,4,D,Christopher Pappas,True,1172
Auburn,Rockingham,Executive Council,4,D,Christopher Pappas,True,1305
Barrington,Strafford,Executive Council,4,D,Christopher Pappas,True,2348
Bedford,Hillsborough,Executive Council,4,D,Christopher Pappas,True,4924
Bow,Merrimack,Executive Council,4,D,Christopher Pappas,True,2401
Candia,Rockingham,Executive Council,4,D,Christopher Pappas,True,968
Chichester,Merrimack,Executive Council,4,D,Christopher Pappas,True,686
Deerfield,Rockingham,Executive Council,4,D,Christopher Pappas,True,1101
Epsom,Merrimack,Executive Council,4,D,Christopher Pappas,True,1109
Goffstown,Hillsborough,Executive Council,4,D,Christopher Pappas,True,4113
Hooksett,Merrimack,Executive Council,4,D,Christopher Pappas,True,3460
Lee,Strafford,Executive Council,4,D,Christopher Pappas,True,1519
Londonderry,Rockingham,Executive Council,4,D,Christopher Pappas,True,5330
Loudon,Merrimack,Executive Council,4,D,Christopher Pappas,True,1291
Manchester,Hillsborough,Executive Council,4,D,Christopher Pappas,True,26717
Northwood,Rockingham,Executive Council,4,D,Christopher Pappas,True,1119
Nottingham,Rockingham,Executive Council,4,D,Christopher Pappas,True,1213
Pembroke,Merrimack,Executive Council,4,D,Christopher Pappas,True,2014
Pittsfield,Merrimack,Executive Council,4,D,Christopher Pappas,True,851
Allenstown,Merrimack,Executive Council,4,LIB,Kenneth E. Blevens,False,117
Auburn,Rockingham,Executive Council,4,LIB,Kenneth E. Blevens,False,125
Barrington,Strafford,Executive Council,4,LIB,Kenneth E. Blevens,False,240
Bedford,Hillsborough,Executive Council,4,LIB,Kenneth E. Blevens,False,385
Bow,Merrimack,Executive Council,4,LIB,Kenneth E. Blevens,False,222
Candia,Rockingham,Executive Council,4,LIB,Kenneth E. Blevens,False,146
Chichester,Merrimack,Executive Council,4,LIB,Kenneth E. Blevens,False,77
Deerfield,Rockingham,Executive Council,4,LIB,Kenneth E. Blevens,False,129
Epsom,Merrimack,Executive Council,4,LIB,Kenneth E. Blevens,False,132
Goffstown,Hillsborough,Executive Council,4,LIB,Kenneth E. Blevens,False,450
Hooksett,Merrimack,Executive Council,4,LIB,Kenneth E. Blevens,False,317
Lee,Strafford,Executive Council,4,LIB,Kenneth E. Blevens,False,114
Londonderry,Rockingham,Executive Council,4,LIB,Kenneth E. Blevens,False,523
Loudon,Merrimack,Executive Council,4,LIB,Kenneth E. Blevens,False,142
Manchester,Hillsborough,Executive Council,4,LIB,Kenneth E. Blevens,False,2014
Northwood,Rockingham,Executive Council,4,LIB,Kenneth E. Blevens,False,128
Nottingham,Rockingham,Executive Council,4,LIB,Kenneth E. Blevens,False,145
Pembroke,Merrimack,Executive Council,4,LIB,Kenneth E. Blevens,False,187
Pittsfield,Merrimack,Executive Council,4,LIB,Kenneth E. Blevens,False,112
Allenstown,Merrimack,Executive Council,4,R,Robert Burns,False,728
Auburn,Rockingham,Executive Council,4,R,Robert Burns,False,1550
Barrington,Strafford,Executive Council,4,R,Robert Burns,False,1908
Bedford,Hillsborough,Executive Council,4,R,Robert Burns,False,6604
Bow,Merrimack,Executive Council,4,R,Robert Burns,False,1871
Candia,Rockingham,Executive Council,4,R,Robert Burns,False,1176
Chichester,Merrimack,Executive Council,4,R,Robert Burns,False,644
Deerfield,Rockingham,Executive Council,4,R,Robert Burns,False,1165
Epsom,Merrimack,Executive Council,4,R,Robert Burns,False,1083
Goffstown,Hillsborough,Executive Council,4,R,Robert Burns,False,3722
Hooksett,Merrimack,Executive Council,4,R,Robert Burns,False,3019
Lee,Strafford,Executive Council,4,R,Robert Burns,False,715
Londonderry,Rockingham,Executive Council,4,R,Robert Burns,False,5844
Loudon,Merrimack,Executive Council,4,R,Robert Burns,False,1254
