town,county,office,district,party,candidate,winner,votes
Hadley's Purchase,Coos,State Representative,6,D,Hatch,True,0
Low & Burbank's Grant,Coos,State Representative,6,D,Hatch,True,0
Martin's Location,Coos,State Representative,6,D,Hatch,True,0
Pinkham's Grant,Coos,State Representative,6,D,Hatch,True,3
Sargent's Purchase,Coos,State Representative,6,D,Hatch,True,0
Shelburne,Coos,State Representative,6,D,Hatch,True,178
Success,Coos,State Representative,6,D,Hatch,True,0
Thompson & Meserve's Pur.,Coos,State Representative,6,D,Hatch,True,0
Bean's Grant,Coos,State Representative,6,,Scatter,False,0
Bean's Purchase,Coos,State Representative,6,,Scatter,False,0
Chandler's Purchase,Coos,State Representative,6,,Scatter,False,0
Crawford's Purchase,Coos,State Representative,6,,Scatter,False,0
Cutt's Grant,Coos,State Representative,6,,Scatter,False,0
Gorham,Coos,State Representative,6,,Scatter,False,11
Green's Grant,Coos,State Representative,6,,Scatter,False,0
Hadley's Purchase,Coos,State Representative,6,,Scatter,False,0
Low & Burbank's Grant,Coos,State Representative,6,,Scatter,False,0
Martin's Location,Coos,State Representative,6,,Scatter,False,0
Pinkham's Grant,Coos,State Representative,6,,Scatter,False,0
Sargent's Purchase,Coos,State Representative,6,,Scatter,False,0
Shelburne,Coos,State Representative,6,,Scatter,False,1
Success,Coos,State Representative,6,,Scatter,False,0
Thompson & Meserve's Pur.,Coos,State Representative,6,,Scatter,False,0
Carroll,Coos,State Representative,7,D,Merrick,False,255
Dalton,Coos,State Representative,7,D,Merrick,False,224
Dummer,Coos,State Representative,7,D,Merrick,False,72
Jefferson,Coos,State Representative,7,D,Merrick,False,232
Kilkenny,Coos,State Representative,7,D,Merrick,False,0
Lancaster,Coos,State Representative,7,D,Merrick,False,716
Milan,Coos,State Representative,7,D,Merrick,False,381
Northumberland,Coos,State Representative,7,D,Merrick,False,479
Randolph,Coos,State Representative,7,D,Merrick,False,145
Stark,Coos,State Representative,7,D,Merrick,False,140
Whitefield,Coos,State Representative,7,D,Merrick,False,596
Carroll,Coos,State Representative,7,R,Rideout,True,220
Dalton,Coos,State Representative,7,R,Rideout,True,243
Dummer,Coos,State Representative,7,R,Rideout,True,77
Jefferson,Coos,State Representative,7,R,Rideout,True,344
Kilkenny,Coos,State Representative,7,R,Rideout,True,0
Lancaster,Coos,State Representative,7,R,Rideout,True,897
Milan,Coos,State Representative,7,R,Rideout,True,292
Northumberland,Coos,State Representative,7,R,Rideout,True,493
Randolph,Coos,State Representative,7,R,Rideout,True,78
Stark,Coos,State Representative,7,R,Rideout,True,136
Whitefield,Coos,State Representative,7,R,Rideout,True,494
Bethlehem,Grafton,State Representative,1,R,Bulis,True,414
Littleton,Grafton,State Representative,1,R,Bulis,True,1244
Bethlehem,Grafton,State Representative,1,R,"Doolan, Jr.",False,552
Littleton,Grafton,State Representative,1,R,"Doolan, Jr.",False,1110
Bethlehem,Grafton,State Representative,1,D,Massimilla,False,778
Littleton,Grafton,State Representative,1,D,Massimilla,False,1477
Franconia,Grafton,State Representative,2,D,Brown,True,473
Lisbon,Grafton,State Representative,2,D,Brown,True,393
Lyman,Grafton,State Representative,2,D,Brown,True,133
Monroe,Grafton,State Representative,2,D,Brown,True,114
Sugar Hill,Grafton,State Representative,2,D,Brown,True,252
Franconia,Grafton,State Representative,2,,Scatter,False,0
Lisbon,Grafton,State Representative,2,,Scatter,False,0
Lyman,Grafton,State Representative,2,,Scatter,False,1
Monroe,Grafton,State Representative,2,,Scatter,False,0
Sugar Hill,Grafton,State Representative,2,,Scatter,False,0
Franconia,Grafton,State Representative,2,R,Ward,False,242
Lisbon,Grafton,State Representative,2,R,Ward,False,293
Lyman,Grafton,State Representative,2,R,Ward,False,156
Monroe,Grafton,State Representative,2,R,Ward,False,365
Sugar Hill,Grafton,State Representative,2,R,Ward,False,142
Bath,Grafton,State Representative,3,D,Ford,True,243
Benton,Grafton,State Representative,3,D,Ford,True,72
Easton,Grafton,State Representative,3,D,Ford,True,122
Landaff,Grafton,State Representative,3,D,Ford,True,108
Orford,Grafton,State Representative,3,D,Ford,True,408
Piermont,Grafton,State Representative,3,D,Ford,True,230
Warren,Grafton,State Representative,3,D,Ford,True,209
Bath,Grafton,State Representative,3,,Scatter,False,0
Benton,Grafton,State Representative,3,,Scatter,False,0
Easton,Grafton,State Representative,3,,Scatter,False,0
Landaff,Grafton,State Representative,3,,Scatter,False,0
Orford,Grafton,State Representative,3,,Scatter,False,1
Piermont,Grafton,State Representative,3,,Scatter,False,0
Warren,Grafton,State Representative,3,,Scatter,False,5
Bath,Grafton,State Representative,3,R,Sorg,False,279
Benton,Grafton,State Representative,3,R,Sorg,False,84
Easton,Grafton,State Representative,3,R,Sorg,False,66
Landaff,Grafton,State Representative,3,R,Sorg,False,112
Orford,Grafton,State Representative,3,R,Sorg,False,255
Piermont,Grafton,State Representative,3,R,Sorg,False,155
Warren,Grafton,State Representative,3,R,Sorg,False,204
Haverhill,Grafton,State Representative,4,R,Ladd,True,1430
Haverhill,Grafton,State Representative,4,,Scatter,False,6
Lincoln,Grafton,State Representative,5,R,Gionet,True,509
Livermore,Grafton,State Representative,5,R,Gionet,True,0
Waterville Valley,Grafton,State Representative,5,R,Gionet,True,111
Woodstock,Grafton,State Representative,5,R,Gionet,True,471
Lincoln,Grafton,State Representative,5,,Scatter,False,10
Livermore,Grafton,State Representative,5,,Scatter,False,0
Waterville Valley,Grafton,State Representative,5,,Scatter,False,5
Woodstock,Grafton,State Representative,5,,Scatter,False,4
Ellsworth,Grafton,State Representative,6,R,Bradley,False,26
Groton,Grafton,State Representative,6,R,Bradley,False,138
Orange,Grafton,State Representative,6,R,Bradley,False,76
Rumney,Grafton,State Representative,6,R,Bradley,False,442
Thornton,Grafton,State Representative,6,R,Bradley,False,713
Ellsworth,Grafton,State Representative,6,D,Lieto,True,25
Groton,Grafton,State Representative,6,D,Lieto,True,139
Orange,Grafton,State Representative,6,D,Lieto,True,89
Rumney,Grafton,State Representative,6,D,Lieto,True,367
Thornton,Grafton,State Representative,6,D,Lieto,True,585
Ellsworth,Grafton,State Representative,6,,Scatter,False,0
Groton,Grafton,State Representative,6,,Scatter,False,1
Orange,Grafton,State Representative,6,,Scatter,False,0
Rumney,Grafton,State Representative,6,,Scatter,False,1
Thornton,Grafton,State Representative,6,,Scatter,False,1
Campton,Grafton,State Representative,7,D,Aguiar,True,1052
Campton,Grafton,State Representative,7,R,Chamberlin,False,688
Campton,Grafton,State Representative,7,,Scatter,False,3
Hebron,Grafton,State Representative,8,D,Cooney,True,132
Holderness,Grafton,State Representative,8,D,Cooney,True,598
Plymouth,Grafton,State Representative,8,D,Cooney,True,1879
Hebron,Grafton,State Representative,8,R,Larson,False,198
Holderness,Grafton,State Representative,8,R,Larson,False,415
Plymouth,Grafton,State Representative,8,R,Larson,False,908
Hebron,Grafton,State Representative,8,D,Lovett,True,123
Holderness,Grafton,State Representative,8,D,Lovett,True,773
Plymouth,Grafton,State Representative,8,D,Lovett,True,1752
Hebron,Grafton,State Representative,8,R,McIver,False,197
Holderness,Grafton,State Representative,8,R,McIver,False,480
Plymouth,Grafton,State Representative,8,R,McIver,False,1089
Hebron,Grafton,State Representative,8,R,Randlett,False,167
Holderness,Grafton,State Representative,8,R,Randlett,False,434
Plymouth,Grafton,State Representative,8,R,Randlett,False,894
Hebron,Grafton,State Representative,8,,Scatter,False,0
Holderness,Grafton,State Representative,8,,Scatter,False,0
Plymouth,Grafton,State Representative,8,,Scatter,False,17
Hebron,Grafton,State Representative,8,D,Smith,True,177
Holderness,Grafton,State Representative,8,D,Smith,True,631
Plymouth,Grafton,State Representative,8,D,Smith,True,1801
Alexandria,Grafton,State Representative,9,D,Preston,False,312
Ashland,Grafton,State Representative,9,D,Preston,False,513
Bridgewater,Grafton,State Representative,9,D,Preston,False,235
Bristol,Grafton,State Representative,9,D,Preston,False,484
Grafton,Grafton,State Representative,9,D,Preston,False,221
Alexandria,Grafton,State Representative,9,R,Reilly,True,469
Ashland,Grafton,State Representative,9,R,Reilly,True,446
Bridgewater,Grafton,State Representative,9,R,Reilly,True,342
Bristol,Grafton,State Representative,9,R,Reilly,True,788
Grafton,Grafton,State Representative,9,R,Reilly,True,325
Alexandria,Grafton,State Representative,9,,Scatter,False,1
Ashland,Grafton,State Representative,9,,Scatter,False,0
Bridgewater,Grafton,State Representative,9,,Scatter,False,0
Bristol,Grafton,State Representative,9,,Scatter,False,2
Grafton,Grafton,State Representative,9,,Scatter,False,4
Alexandria,Grafton,State Representative,9,R,Shackett,True,430
Ashland,Grafton,State Representative,9,R,Shackett,True,421
Bridgewater,Grafton,State Representative,9,R,Shackett,True,334
Bristol,Grafton,State Representative,9,R,Shackett,True,852
Grafton,Grafton,State Representative,9,R,Shackett,True,283
Alexandria,Grafton,State Representative,9,D,Wallick,False,343
Ashland,Grafton,State Representative,9,D,Wallick,False,462
Bridgewater,Grafton,State Representative,9,D,Wallick,False,262
Bristol,Grafton,State Representative,9,D,Wallick,False,595
Grafton,Grafton,State Representative,9,D,Wallick,False,290
Enfield,Grafton,State Representative,10,R,Mirski,False,808
Enfield,Grafton,State Representative,10,D,Piper,True,1526
Enfield,Grafton,State Representative,10,,Scatter,False,1
Canaan,Grafton,State Representative,11,R,Frazier,False,681
Dorchester,Grafton,State Representative,11,R,Frazier,False,91
Wentworth,Grafton,State Representative,11,R,Frazier,False,258
Canaan,Grafton,State Representative,11,,Scatter,False,0
Dorchester,Grafton,State Representative,11,,Scatter,False,0
Wentworth,Grafton,State Representative,11,,Scatter,False,0
Canaan,Grafton,State Representative,11,D,Townsend,True,1076
Dorchester,Grafton,State Representative,11,D,Townsend,True,94
Wentworth,Grafton,State Representative,11,D,Townsend,True,216
Hanover,Grafton,State Representative,12,D,Benn,True,4389
Lyme,Grafton,State Representative,12,D,Benn,True,856
Hanover,Grafton,State Representative,12,D,Higgins,True,4458
Lyme,Grafton,State Representative,12,D,Higgins,True,868
Hanover,Grafton,State Representative,12,D,Nordgren,True,4397
Lyme,Grafton,State Representative,12,D,Nordgren,True,865
Hanover,Grafton,State Representative,12,D,Pastor-Bodmer,True,4348
Lyme,Grafton,State Representative,12,D,Pastor-Bodmer,True,869
Hanover,Grafton,State Representative,12,,Scatter,False,122
Lyme,Grafton,State Representative,12,,Scatter,False,5
Lebanon,Grafton,State Representative,13,D,Almy,True,4515
Lebanon,Grafton,State Representative,13,D,Harding,True,4613
Lebanon,Grafton,State Representative,13,,Scatter,False,119
Lebanon,Grafton,State Representative,13,D,Sykes,True,4365
Lebanon,Grafton,State Representative,13,D,White,True,4493
Bethlehem,Grafton,State Representative,14,R,Bailey,True,605
Franconia,Grafton,State Representative,14,R,Bailey,True,300
Lisbon,Grafton,State Representative,14,R,Bailey,True,339
Littleton,Grafton,State Representative,14,R,Bailey,True,1681
Lyman,Grafton,State Representative,14,R,Bailey,True,164
Monroe,Grafton,State Representative,14,R,Bailey,True,350
Sugar Hill,Grafton,State Representative,14,R,Bailey,True,174
Bethlehem,Grafton,State Representative,14,D,Grant,False,690
Franconia,Grafton,State Representative,14,D,Grant,False,391
Lisbon,Grafton,State Representative,14,D,Grant,False,320
Littleton,Grafton,State Representative,14,D,Grant,False,1048
Lyman,Grafton,State Representative,14,D,Grant,False,111
Monroe,Grafton,State Representative,14,D,Grant,False,121
Sugar Hill,Grafton,State Representative,14,D,Grant,False,205
Bethlehem,Grafton,State Representative,14,,Scatter,False,1
Franconia,Grafton,State Representative,14,,Scatter,False,0
Lisbon,Grafton,State Representative,14,,Scatter,False,0
Littleton,Grafton,State Representative,14,,Scatter,False,0
Lyman,Grafton,State Representative,14,,Scatter,False,1
Monroe,Grafton,State Representative,14,,Scatter,False,0
Sugar Hill,Grafton,State Representative,14,,Scatter,False,0
Bath,Grafton,State Representative,15,R,Ingbretson,False,251
Benton,Grafton,State Representative,15,R,Ingbretson,False,91
Easton,Grafton,State Representative,15,R,Ingbretson,False,64
Haverhill,Grafton,State Representative,15,R,Ingbretson,False,1027
Landaff,Grafton,State Representative,15,R,Ingbretson,False,98
Orford,Grafton,State Representative,15,R,Ingbretson,False,252
Piermont,Grafton,State Representative,15,R,Ingbretson,False,176
Warren,Grafton,State Representative,15,R,Ingbretson,False,219
Bath,Grafton,State Representative,15,D,Lauer,True,293
Benton,Grafton,State Representative,15,D,Lauer,True,71
Easton,Grafton,State Representative,15,D,Lauer,True,115
Haverhill,Grafton,State Representative,15,D,Lauer,True,833
Landaff,Grafton,State Representative,15,D,Lauer,True,118
Orford,Grafton,State Representative,15,D,Lauer,True,403
Piermont,Grafton,State Representative,15,D,Lauer,True,218
Warren,Grafton,State Representative,15,D,Lauer,True,200
Bath,Grafton,State Representative,15,,Scatter,False,0
Benton,Grafton,State Representative,15,,Scatter,False,0
Easton,Grafton,State Representative,15,,Scatter,False,0
Haverhill,Grafton,State Representative,15,,Scatter,False,2
Landaff,Grafton,State Representative,15,,Scatter,False,0
Orford,Grafton,State Representative,15,,Scatter,False,1
Piermont,Grafton,State Representative,15,,Scatter,False,0
Warren,Grafton,State Representative,15,,Scatter,False,0
Canaan,Grafton,State Representative,16,D,Friedrich,True,1023
Dorchester,Grafton,State Representative,16,D,Friedrich,True,88
Ellsworth,Grafton,State Representative,16,D,Friedrich,True,29
Groton,Grafton,State Representative,16,D,Friedrich,True,129
Orange,Grafton,State Representative,16,D,Friedrich,True,76
Rumney,Grafton,State Representative,16,D,Friedrich,True,398
Thornton,Grafton,State Representative,16,D,Friedrich,True,663
Wentworth,Grafton,State Representative,16,D,Friedrich,True,214
Canaan,Grafton,State Representative,16,,Scatter,False,0
Dorchester,Grafton,State Representative,16,,Scatter,False,0
Ellsworth,Grafton,State Representative,16,,Scatter,False,0
Groton,Grafton,State Representative,16,,Scatter,False,0
Orange,Grafton,State Representative,16,,Scatter,False,0
Rumney,Grafton,State Representative,16,,Scatter,False,0
Thornton,Grafton,State Representative,16,,Scatter,False,0
Wentworth,Grafton,State Representative,16,,Scatter,False,1
Canaan,Grafton,State Representative,16,R,Sova,False,701
Dorchester,Grafton,State Representative,16,R,Sova,False,98
Ellsworth,Grafton,State Representative,16,R,Sova,False,19
Groton,Grafton,State Representative,16,R,Sova,False,140
Orange,Grafton,State Representative,16,R,Sova,False,94
Rumney,Grafton,State Representative,16,R,Sova,False,391
Thornton,Grafton,State Representative,16,R,Sova,False,598
Wentworth,Grafton,State Representative,16,R,Sova,False,263
Alexandria,Grafton,State Representative,17,D,Mulholland,True,394
Ashland,Grafton,State Representative,17,D,Mulholland,True,507
Bridgewater,Grafton,State Representative,17,D,Mulholland,True,283
Bristol,Grafton,State Representative,17,D,Mulholland,True,669
Enfield,Grafton,State Representative,17,D,Mulholland,True,1481
Grafton,Grafton,State Representative,17,D,Mulholland,True,283
Alexandria,Grafton,State Representative,17,,Scatter,False,1
Ashland,Grafton,State Representative,17,,Scatter,False,0
Bridgewater,Grafton,State Representative,17,,Scatter,False,0
Bristol,Grafton,State Representative,17,,Scatter,False,2
Enfield,Grafton,State Representative,17,,Scatter,False,2
Grafton,Grafton,State Representative,17,,Scatter,False,1
Alexandria,Grafton,State Representative,17,R,Simard,False,429
Ashland,Grafton,State Representative,17,R,Simard,False,473
Bridgewater,Grafton,State Representative,17,R,Simard,False,343
Bristol,Grafton,State Representative,17,R,Simard,False,800
Enfield,Grafton,State Representative,17,R,Simard,False,760
Grafton,Grafton,State Representative,17,R,Simard,False,366
Antrim,Hillsborough,State Representative,1,R,Fredette,False,554
Hillsborough,Hillsborough,State Representative,1,R,Fredette,False,1067
Windsor,Hillsborough,State Representative,1,R,Fredette,False,47
Antrim,Hillsborough,State Representative,1,R,Mecheski,False,546
Hillsborough,Hillsborough,State Representative,1,R,Mecheski,False,1032
Windsor,Hillsborough,State Representative,1,R,Mecheski,False,65
Antrim,Hillsborough,State Representative,1,D,Porter,True,747
Hillsborough,Hillsborough,State Representative,1,D,Porter,True,1434
Windsor,Hillsborough,State Representative,1,D,Porter,True,43
Antrim,Hillsborough,State Representative,1,,Scatter,False,0
Hillsborough,Hillsborough,State Representative,1,,Scatter,False,2
Windsor,Hillsborough,State Representative,1,,Scatter,False,0
Antrim,Hillsborough,State Representative,1,D,Shattuck,True,698
Hillsborough,Hillsborough,State Representative,1,D,Shattuck,True,1282
Windsor,Hillsborough,State Representative,1,D,Shattuck,True,35
Deering,Hillsborough,State Representative,2,D,Ashworth,False,386
Weare,Hillsborough,State Representative,2,D,Ashworth,False,1672
Deering,Hillsborough,State Representative,2,D,Connor,True,442
Weare,Hillsborough,State Representative,2,D,Connor,True,2253
Deering,Hillsborough,State Representative,2,R,Donovan,False,492
Weare,Hillsborough,State Representative,2,R,Donovan,False,1846
Deering,Hillsborough,State Representative,2,R,Hopper,True,418
Weare,Hillsborough,State Representative,2,R,Hopper,True,1993
Deering,Hillsborough,State Representative,2,R,Kurk,True,428
Weare,Hillsborough,State Representative,2,R,Kurk,True,1965
Deering,Hillsborough,State Representative,2,D,Rocklin-Weare,False,361
Weare,Hillsborough,State Representative,2,D,Rocklin-Weare,False,1717
Deering,Hillsborough,State Representative,2,,Scatter,False,4
Weare,Hillsborough,State Representative,2,,Scatter,False,14
Bennington,Hillsborough,State Representative,3,R,Ford,False,324
Greenfield,Hillsborough,State Representative,3,R,Ford,False,374
Hancock,Hillsborough,State Representative,3,R,Ford,False,460
Bennington,Hillsborough,State Representative,3,D,"Manley, Sr.",True,416
Greenfield,Hillsborough,State Representative,3,D,"Manley, Sr.",True,476
Hancock,Hillsborough,State Representative,3,D,"Manley, Sr.",True,695
Bennington,Hillsborough,State Representative,3,,Scatter,False,0
Greenfield,Hillsborough,State Representative,3,,Scatter,False,0
Hancock,Hillsborough,State Representative,3,,Scatter,False,1
Francestown,Hillsborough,State Representative,4,R,Condra,False,443
Greenville,Hillsborough,State Representative,4,R,Condra,False,327
Lyndeborough,Hillsborough,State Representative,4,R,Condra,False,465
Wilton,Hillsborough,State Representative,4,R,Condra,False,1011
Francestown,Hillsborough,State Representative,4,R,Sawin,False,424
Greenville,Hillsborough,State Representative,4,R,Sawin,False,343
Lyndeborough,Hillsborough,State Representative,4,R,Sawin,False,314
Wilton,Hillsborough,State Representative,4,R,Sawin,False,755
Francestown,Hillsborough,State Representative,4,,Scatter,False,2
Greenville,Hillsborough,State Representative,4,,Scatter,False,0
Lyndeborough,Hillsborough,State Representative,4,,Scatter,False,2
Wilton,Hillsborough,State Representative,4,,Scatter,False,0
Francestown,Hillsborough,State Representative,4,D,Spratt,True,477
Greenville,Hillsborough,State Representative,4,D,Spratt,True,500
Lyndeborough,Hillsborough,State Representative,4,D,Spratt,True,461
Wilton,Hillsborough,State Representative,4,D,Spratt,True,916
Francestown,Hillsborough,State Representative,4,D,Williams,True,491
Greenville,Hillsborough,State Representative,4,D,Williams,True,380
Lyndeborough,Hillsborough,State Representative,4,D,Williams,True,496
Wilton,Hillsborough,State Representative,4,D,Williams,True,972
Mont Vernon,Hillsborough,State Representative,5,D,Jencks,False,596
New Boston,Hillsborough,State Representative,5,D,Jencks,False,1446
Mont Vernon,Hillsborough,State Representative,5,R,Mead,False,663
New Boston,Hillsborough,State Representative,5,R,Mead,False,1253
Mont Vernon,Hillsborough,State Representative,5,R,O'Brien,True,696
New Boston,Hillsborough,State Representative,5,R,O'Brien,True,1416
Mont Vernon,Hillsborough,State Representative,5,D,Woodbury,True,670
New Boston,Hillsborough,State Representative,5,D,Woodbury,True,1591
Goffstown,Hillsborough,State Representative,6,R,Beliveau,False,3598
Goffstown,Hillsborough,State Representative,6,R,Burt,True,3945
Goffstown,Hillsborough,State Representative,6,R,Hikel,True,3775
Goffstown,Hillsborough,State Representative,6,R,Meaney,True,3799
Goffstown,Hillsborough,State Representative,6,R,Pratt,True,3688
Goffstown,Hillsborough,State Representative,6,D,Gage,True,3746
Goffstown,Hillsborough,State Representative,6,D,Hampton,False,3057
Goffstown,Hillsborough,State Representative,6,D,MacGregor,False,3583
Goffstown,Hillsborough,State Representative,6,D,McKernan,False,3326
Goffstown,Hillsborough,State Representative,6,,Scatter,False,35
Goffstown,Hillsborough,State Representative,6,D,Zackeroff,False,3173
Bedford,Hillsborough,State Representative,7,R,Cebrowski,True,6733
Bedford,Hillsborough,State Representative,7,R,Danielson,True,6959
Bedford,Hillsborough,State Representative,7,R,Graham,True,6719
Bedford,Hillsborough,State Representative,7,R,K.D. Murphy,True,6202
Bedford,Hillsborough,State Representative,7,R,Keith Murphy,True,6420
Bedford,Hillsborough,State Representative,7,R,Villeneuve,True,6861
Bedford,Hillsborough,State Representative,7,D,Dupuis,False,3703
Bedford,Hillsborough,State Representative,7,D,G. Boyer,False,3514
Bedford,Hillsborough,State Representative,7,D,Hanauer,False,3509
Bedford,Hillsborough,State Representative,7,D,J. Boyer,False,3870
Bedford,Hillsborough,State Representative,7,D,Jones,False,3690
Bedford,Hillsborough,State Representative,7,D,Poltronieri,False,3789
Bedford,Hillsborough,State Representative,7,,Scatter,False,16
Manchester,Hillsborough,State Representative,8,R,Beaudoin,False,1622
Manchester,Hillsborough,State Representative,8,D,Goley,True,2512
Manchester,Hillsborough,State Representative,8,U&R,Lachance,False,2248
Manchester,Hillsborough,State Representative,8,D,Ramsey,True,2473
Manchester,Hillsborough,State Representative,8,,Scatter,False,0
Manchester,Hillsborough,State Representative,9,R,Ball,False,1673
Manchester,Hillsborough,State Representative,9,D,DiSilvestro,True,2276
Manchester,Hillsborough,State Representative,9,R,Hutchinson,False,1706
Manchester,Hillsborough,State Representative,9,,Scatter,False,5
Manchester,Hillsborough,State Representative,9,D,Thompson,True,1985
Manchester,Hillsborough,State Representative,10,D,Jeudy,True,1458
Manchester,Hillsborough,State Representative,10,,Scatter,False,19
Manchester,Hillsborough,State Representative,10,D,Sullivan,True,1613
Manchester,Hillsborough,State Representative,11,R,Callahan,False,948
Manchester,Hillsborough,State Representative,11,D,Levasseur,True,1732
Manchester,Hillsborough,State Representative,11,R,Martin,False,1030
Manchester,Hillsborough,State Representative,11,,Scatter,False,0
Manchester,Hillsborough,State Representative,11,D,Walsh,True,1654
Manchester,Hillsborough,State Representative,12,R,Garthwaite,False,873
Manchester,Hillsborough,State Representative,12,D,O'Flaherty,True,1307
Manchester,Hillsborough,State Representative,12,D,Rokas,True,1589
Manchester,Hillsborough,State Representative,12,,Scatter,False,37
Manchester,Hillsborough,State Representative,13,D,Baroody,False,1879
Manchester,Hillsborough,State Representative,13,R,Gagne,True,1891
Manchester,Hillsborough,State Representative,13,D,Hackett,False,1836
Manchester,Hillsborough,State Representative,13,R,Infantine,True,2216
Manchester,Hillsborough,State Representative,13,,Scatter,False,0
Manchester,Hillsborough,State Representative,14,R,Cole,False,1196
Manchester,Hillsborough,State Representative,14,D,Garrity,True,1708
Manchester,Hillsborough,State Representative,14,R,R. Terrio,False,1199
Manchester,Hillsborough,State Representative,14,,Scatter,False,9
Manchester,Hillsborough,State Representative,14,D,Williams,True,1704
Manchester,Hillsborough,State Representative,15,D,Curran,False,1639
Manchester,Hillsborough,State Representative,15,R,Proulx,False,1978
Manchester,Hillsborough,State Representative,15,,Scatter,False,0
Manchester,Hillsborough,State Representative,15,D,T. Katsiantonis,True,2308
Manchester,Hillsborough,State Representative,15,R,Vaillancourt,True,1996
Manchester,Hillsborough,State Representative,16,R,Barry,False,1165
Manchester,Hillsborough,State Representative,16,D,McCloskey,True,1457
Manchester,Hillsborough,State Representative,16,R,Sawyer,False,1030
Manchester,Hillsborough,State Representative,16,,Scatter,False,3
Manchester,Hillsborough,State Representative,16,D,Shaw,True,2075
Manchester,Hillsborough,State Representative,16,I,Stefanik,False,633
Manchester,Hillsborough,State Representative,17,D,G. Katsiantonis,True,1702
Manchester,Hillsborough,State Representative,17,R,Messier,False,1571
Manchester,Hillsborough,State Representative,17,,Scatter,False,0
Manchester,Hillsborough,State Representative,17,R,Simmons,False,1346
Manchester,Hillsborough,State Representative,17,D,Smith,True,1741
Manchester,Hillsborough,State Representative,18,R,Holmes,False,917
Manchester,Hillsborough,State Representative,18,D,Sample,False,1163
Manchester,Hillsborough,State Representative,18,R,Sandblade,True,1250
Manchester,Hillsborough,State Representative,18,,Scatter,False,9
Manchester,Hillsborough,State Representative,18,D,Winters,True,1402
Manchester,Hillsborough,State Representative,19,D,Backus,True,1801
Manchester,Hillsborough,State Representative,19,R,Gonzalez,False,1484
Manchester,Hillsborough,State Representative,19,D,Knoy,False,1441
Manchester,Hillsborough,State Representative,19,R,Marston,True,1518
Manchester,Hillsborough,State Representative,19,,Scatter,False,11
Litchfield,Hillsborough,State Representative,20,R,Boehm,True,2165
Litchfield,Hillsborough,State Representative,20,R,Byron,True,2563
Litchfield,Hillsborough,State Representative,20,D,Hardy,False,1567
Litchfield,Hillsborough,State Representative,20,,Scatter,False,17
Litchfield,Hillsborough,State Representative,20,D,Welch,False,1628
Merrimack,Hillsborough,State Representative,21,R,Barry,True,6620
Merrimack,Hillsborough,State Representative,21,R,Hinch,True,6721
Merrimack,Hillsborough,State Representative,21,R,Notter,True,6199
Merrimack,Hillsborough,State Representative,21,R,Pellegrino,True,6817
Merrimack,Hillsborough,State Representative,21,R,Peterson,True,6068
Merrimack,Hillsborough,State Representative,21,R,Straight,True,5869
Merrimack,Hillsborough,State Representative,21,R,Stroud,True,6338
Merrimack,Hillsborough,State Representative,21,R,Thomas,False,5568
Merrimack,Hillsborough,State Representative,21,D,B. Grady,True,5687
Merrimack,Hillsborough,State Representative,21,D,Fulmer,False,4211
Merrimack,Hillsborough,State Representative,21,D,J. Grady,False,5524
Merrimack,Hillsborough,State Representative,21,D,Kojak,False,5026
Merrimack,Hillsborough,State Representative,21,D,Nozell,False,4110
Merrimack,Hillsborough,State Representative,21,D,Plante,False,5108
Merrimack,Hillsborough,State Representative,21,D,Rotast,False,5128
Merrimack,Hillsborough,State Representative,21,D,Rothman,False,4666
Merrimack,Hillsborough,State Representative,21,,Scatter,False,0
Amherst,Hillsborough,State Representative,22,D,Chandley,True,3018
Amherst,Hillsborough,State Representative,22,RTC,Dokmo,False,1701
Amherst,Hillsborough,State Representative,22,R,Hansen,True,2895
Amherst,Hillsborough,State Representative,22,RTC,Heaton,False,1475
Amherst,Hillsborough,State Representative,22,D,Morgan,False,2154
Amherst,Hillsborough,State Representative,22,R,Rowe,True,2925
Amherst,Hillsborough,State Representative,22,,Scatter,False,10
Amherst,Hillsborough,State Representative,22,D,Shonle,False,1702
Amherst,Hillsborough,State Representative,22,R,Stepanek,False,2876
Milford,Hillsborough,State Representative,23,R,Palmer,True,3099
Milford,Hillsborough,State Representative,23,R,Seale,False,3048
Milford,Hillsborough,State Representative,23,R,Sweeney,True,3187
Milford,Hillsborough,State Representative,23,R,Willette,True,3789
Milford,Hillsborough,State Representative,23,D,Heden,True,3326
Milford,Hillsborough,State Representative,23,D,Hughes,False,2997
Milford,Hillsborough,State Representative,23,D,Salmon,False,2748
Milford,Hillsborough,State Representative,23,,Scatter,False,4
Milford,Hillsborough,State Representative,23,D,Tilton,False,2845
Peterborough,Hillsborough,State Representative,24,D,Hammond,True,2286
Peterborough,Hillsborough,State Representative,24,D,Leishman,True,2277
Peterborough,Hillsborough,State Representative,24,R,Marcus,False,1285
Peterborough,Hillsborough,State Representative,24,,Scatter,False,12
New Ipswich,Hillsborough,State Representative,25,D,Ayvazian,False,566
Sharon,Hillsborough,State Representative,25,D,Ayvazian,False,127
Temple,Hillsborough,State Representative,25,D,Ayvazian,False,367
New Ipswich,Hillsborough,State Representative,25,R,Coffey,True,1566
Sharon,Hillsborough,State Representative,25,R,Coffey,True,96
Temple,Hillsborough,State Representative,25,R,Coffey,True,350
New Ipswich,Hillsborough,State Representative,25,D,Daler,False,885
Sharon,Hillsborough,State Representative,25,D,Daler,False,139
