town,county,office,district,party,candidate,winner,votes
Sandown,Rockingham,State Senate,23,DEM,Carol E. Croteau,False,1244
Brentwood,Rockingham,State Senate,23,REP,Russell Prescott,True,1241
Chester,Rockingham,State Senate,23,REP,Russell Prescott,True,1482
Danville,Rockingham,State Senate,23,REP,Russell Prescott,True,1256
East Kingston,Rockingham,State Senate,23,REP,Russell Prescott,True,897
Epping,Rockingham,State Senate,23,REP,Russell Prescott,True,1649
Exeter,Rockingham,State Senate,23,REP,Russell Prescott,True,3629
Fremont,Rockingham,State Senate,23,REP,Russell Prescott,True,1314
Kingston,Rockingham,State Senate,23,REP,Russell Prescott,True,1831
Sandown,Rockingham,State Senate,23,REP,Russell Prescott,True,1730
Brentwood,Rockingham,State Senate,23,,Scatter,False,0
Chester,Rockingham,State Senate,23,,Scatter,False,0
Danville,Rockingham,State Senate,23,,Scatter,False,2
East Kingston,Rockingham,State Senate,23,,Scatter,False,3
Epping,Rockingham,State Senate,23,,Scatter,False,3
Exeter,Rockingham,State Senate,23,,Scatter,False,7
Fremont,Rockingham,State Senate,23,,Scatter,False,7
Kingston,Rockingham,State Senate,23,,Scatter,False,4
Sandown,Rockingham,State Senate,23,,Scatter,False,0
Greenland,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,1135
Hampton,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,4435
Hampton Falls,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,510
Kensington,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,573
New Castle,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,360
Newton,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,1077
North Hampton,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,1374
Rye,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,1745
Seabrook,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,1816
South Hampton,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,244
Stratham,Rockingham,State Senate,24,DEM,Beverly Hollingworth,False,2219
Greenland,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,1142
Hampton,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,4803
Hampton Falls,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,893
Kensington,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,694
New Castle,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,414
Newton,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,1246
North Hampton,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,1500
Rye,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,1853
Seabrook,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,2013
South Hampton,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,278
Stratham,Rockingham,State Senate,24,REP,Nancy F. Stiles,True,2274
Greenland,Rockingham,State Senate,24,,Scatter,False,0
Hampton,Rockingham,State Senate,24,,Scatter,False,10
Hampton Falls,Rockingham,State Senate,24,,Scatter,False,1
Kensington,Rockingham,State Senate,24,,Scatter,False,0
New Castle,Rockingham,State Senate,24,,Scatter,False,0
Newton,Rockingham,State Senate,24,,Scatter,False,4
North Hampton,Rockingham,State Senate,24,,Scatter,False,2
Rye,Rockingham,State Senate,24,,Scatter,False,4
Seabrook,Rockingham,State Senate,24,,Scatter,False,14
South Hampton,Rockingham,State Senate,24,,Scatter,False,0
Stratham,Rockingham,State Senate,24,,Scatter,False,4
Albany,Carroll,State Senate,3,REP,Jeb Bradley,True,215
Bartlett,Carroll,State Senate,3,REP,Jeb Bradley,True,969
Brookfield,Carroll,State Senate,3,REP,Jeb Bradley,True,279
Chatham,Carroll,State Senate,3,REP,Jeb Bradley,True,120
Conway,Carroll,State Senate,3,REP,Jeb Bradley,True,2628
Eaton,Carroll,State Senate,3,REP,Jeb Bradley,True,153
Effingham,Carroll,State Senate,3,REP,Jeb Bradley,True,315
Freedom,Carroll,State Senate,3,REP,Jeb Bradley,True,558
Hale's Location,Carroll,State Senate,3,REP,Jeb Bradley,True,98
Hart's Location,Carroll,State Senate,3,REP,Jeb Bradley,True,14
Jackson,Carroll,State Senate,3,REP,Jeb Bradley,True,349
Madison,Carroll,State Senate,3,REP,Jeb Bradley,True,734
Middleton,Strafford,State Senate,3,REP,Jeb Bradley,True,499
Milton,Strafford,State Senate,3,REP,Jeb Bradley,True,1252
Moultonborough,Carroll,State Senate,3,REP,Jeb Bradley,True,1930
Ossipee,Carroll,State Senate,3,REP,Jeb Bradley,True,1314
Sandwich,Carroll,State Senate,3,REP,Jeb Bradley,True,461
Tamworth,Carroll,State Senate,3,REP,Jeb Bradley,True,845
Tuftonboro,Carroll,State Senate,3,REP,Jeb Bradley,True,1080
Wakefield,Carroll,State Senate,3,REP,Jeb Bradley,True,1549
Waterville Valley,Grafton,State Senate,3,REP,Jeb Bradley,True,118
Wolfeboro,Carroll,State Senate,3,REP,Jeb Bradley,True,2672
Albany,Carroll,State Senate,3,DEM,Jeffery Ballard,False,176
Bartlett,Carroll,State Senate,3,DEM,Jeffery Ballard,False,747
Brookfield,Carroll,State Senate,3,DEM,Jeffery Ballard,False,134
Chatham,Carroll,State Senate,3,DEM,Jeffery Ballard,False,78
Conway,Carroll,State Senate,3,DEM,Jeffery Ballard,False,2057
Eaton,Carroll,State Senate,3,DEM,Jeffery Ballard,False,128
Effingham,Carroll,State Senate,3,DEM,Jeffery Ballard,False,287
Freedom,Carroll,State Senate,3,DEM,Jeffery Ballard,False,320
Hale's Location,Carroll,State Senate,3,DEM,Jeffery Ballard,False,19
Hart's Location,Carroll,State Senate,3,DEM,Jeffery Ballard,False,12
Jackson,Carroll,State Senate,3,DEM,Jeffery Ballard,False,290
Madison,Carroll,State Senate,3,DEM,Jeffery Ballard,False,602
Middleton,Strafford,State Senate,3,DEM,Jeffery Ballard,False,297
Milton,Strafford,State Senate,3,DEM,Jeffery Ballard,False,847
Moultonborough,Carroll,State Senate,3,DEM,Jeffery Ballard,False,923
Ossipee,Carroll,State Senate,3,DEM,Jeffery Ballard,False,654
Sandwich,Carroll,State Senate,3,DEM,Jeffery Ballard,False,495
Tamworth,Carroll,State Senate,3,DEM,Jeffery Ballard,False,642
Tuftonboro,Carroll,State Senate,3,DEM,Jeffery Ballard,False,494
Wakefield,Carroll,State Senate,3,DEM,Jeffery Ballard,False,888
Waterville Valley,Grafton,State Senate,3,DEM,Jeffery Ballard,False,107
Wolfeboro,Carroll,State Senate,3,DEM,Jeffery Ballard,False,1453
Albany,Carroll,State Senate,3,,Scatter,False,0
Bartlett,Carroll,State Senate,3,,Scatter,False,0
Brookfield,Carroll,State Senate,3,,Scatter,False,0
Chatham,Carroll,State Senate,3,,Scatter,False,0
Conway,Carroll,State Senate,3,,Scatter,False,1
Eaton,Carroll,State Senate,3,,Scatter,False,0
Effingham,Carroll,State Senate,3,,Scatter,False,0
Freedom,Carroll,State Senate,3,,Scatter,False,0
Hale's Location,Carroll,State Senate,3,,Scatter,False,0
Hart's Location,Carroll,State Senate,3,,Scatter,False,0
Jackson,Carroll,State Senate,3,,Scatter,False,0
Madison,Carroll,State Senate,3,,Scatter,False,1
Middleton,Strafford,State Senate,3,,Scatter,False,1
Milton,Strafford,State Senate,3,,Scatter,False,1
Moultonborough,Carroll,State Senate,3,,Scatter,False,0
Ossipee,Carroll,State Senate,3,,Scatter,False,4
Sandwich,Carroll,State Senate,3,,Scatter,False,0
Tamworth,Carroll,State Senate,3,,Scatter,False,0
Tuftonboro,Carroll,State Senate,3,,Scatter,False,1
Wakefield,Carroll,State Senate,3,,Scatter,False,3
Waterville Valley,Grafton,State Senate,3,,Scatter,False,0
Wolfeboro,Carroll,State Senate,3,,Scatter,False,2
Barrington,Strafford,State Senate,4,DEM,David H. Watters,True,2238
Dover,Strafford,State Senate,4,DEM,David H. Watters,True,8565
Rollinsford,Strafford,State Senate,4,DEM,David H. Watters,True,752
Somersworth,Strafford,State Senate,4,DEM,David H. Watters,True,2657
Barrington,Strafford,State Senate,4,REP,Phyllis Woods,False,2387
Dover,Strafford,State Senate,4,REP,Phyllis Woods,False,6444
Rollinsford,Strafford,State Senate,4,REP,Phyllis Woods,False,693
Somersworth,Strafford,State Senate,4,REP,Phyllis Woods,False,2232
Barrington,Strafford,State Senate,4,,Scatter,False,4
Dover,Strafford,State Senate,4,,Scatter,False,8
Rollinsford,Strafford,State Senate,4,,Scatter,False,0
Somersworth,Strafford,State Senate,4,,Scatter,False,3
Canaan,Grafton,State Senate,5,DEM,David Pierce,True,1018
Charlestown,Sullivan,State Senate,5,DEM,David Pierce,True,1129
Claremont,Sullivan,State Senate,5,DEM,David Pierce,True,2611
Cornish,Sullivan,State Senate,5,DEM,David Pierce,True,524
Enfield,Grafton,State Senate,5,DEM,David Pierce,True,1451
Hanover,Grafton,State Senate,5,DEM,David Pierce,True,4881
Lebanon,Grafton,State Senate,5,DEM,David Pierce,True,4360
Lyme,Grafton,State Senate,5,DEM,David Pierce,True,884
Plainfield,Sullivan,State Senate,5,DEM,David Pierce,True,861
Canaan,Grafton,State Senate,5,REP,Joe Osgood,False,693
Charlestown,Sullivan,State Senate,5,REP,Joe Osgood,False,1012
Claremont,Sullivan,State Senate,5,REP,Joe Osgood,False,2696
Cornish,Sullivan,State Senate,5,REP,Joe Osgood,False,488
Enfield,Grafton,State Senate,5,REP,Joe Osgood,False,819
Hanover,Grafton,State Senate,5,REP,Joe Osgood,False,1448
Lebanon,Grafton,State Senate,5,REP,Joe Osgood,False,2039
Lyme,Grafton,State Senate,5,REP,Joe Osgood,False,260
Plainfield,Sullivan,State Senate,5,REP,Joe Osgood,False,485
Canaan,Grafton,State Senate,5,,Scatter,False,8
Charlestown,Sullivan,State Senate,5,,Scatter,False,0
Claremont,Sullivan,State Senate,5,,Scatter,False,7
Cornish,Sullivan,State Senate,5,,Scatter,False,1
Enfield,Grafton,State Senate,5,,Scatter,False,3
Hanover,Grafton,State Senate,5,,Scatter,False,5
Lebanon,Grafton,State Senate,5,,Scatter,False,5
Lyme,Grafton,State Senate,5,,Scatter,False,1
Plainfield,Sullivan,State Senate,5,,Scatter,False,1
Alton,Belknap,State Senate,6,DEM,Richard Leonard,False,1172
Barnstead,Belknap,State Senate,6,DEM,Richard Leonard,False,1027
Farmington,Strafford,State Senate,6,DEM,Richard Leonard,False,1311
Gilmanton,Belknap,State Senate,6,DEM,Richard Leonard,False,891
New Durham,Strafford,State Senate,6,DEM,Richard Leonard,False,671
Rochester,Strafford,State Senate,6,DEM,Richard Leonard,False,7055
Alton,Belknap,State Senate,6,REP,Sam Cataldo,True,1965
Barnstead,Belknap,State Senate,6,REP,Sam Cataldo,True,1169
Farmington,Strafford,State Senate,6,REP,Sam Cataldo,True,1459
Gilmanton,Belknap,State Senate,6,REP,Sam Cataldo,True,1079
New Durham,Strafford,State Senate,6,REP,Sam Cataldo,True,815
Rochester,Strafford,State Senate,6,REP,Sam Cataldo,True,6277
Alton,Belknap,State Senate,6,,Scatter,False,2
Barnstead,Belknap,State Senate,6,,Scatter,False,0
Farmington,Strafford,State Senate,6,,Scatter,False,2
Gilmanton,Belknap,State Senate,6,,Scatter,False,2
New Durham,Strafford,State Senate,6,,Scatter,False,2
Rochester,Strafford,State Senate,6,,Scatter,False,16
Andover,Merrimack,State Senate,7,DEM,Andrew J. Hosmer,True,750
Belmont,Belknap,State Senate,7,DEM,Andrew J. Hosmer,True,1834
Boscawen,Merrimack,State Senate,7,DEM,Andrew J. Hosmer,True,966
Canterbury,Merrimack,State Senate,7,DEM,Andrew J. Hosmer,True,918
Franklin,Merrimack,State Senate,7,DEM,Andrew J. Hosmer,True,2181
Gilford,Belknap,State Senate,7,DEM,Andrew J. Hosmer,True,2386
Laconia,Belknap,State Senate,7,DEM,Andrew J. Hosmer,True,4257
Northfield,Merrimack,State Senate,7,DEM,Andrew J. Hosmer,True,1232
Salisbury,Merrimack,State Senate,7,DEM,Andrew J. Hosmer,True,415
Webster,Merrimack,State Senate,7,DEM,Andrew J. Hosmer,True,634
Andover,Merrimack,State Senate,7,REP,Joshua F. Youssef,False,484
Belmont,Belknap,State Senate,7,REP,Joshua F. Youssef,False,1540
Boscawen,Merrimack,State Senate,7,REP,Joshua F. Youssef,False,645
Canterbury,Merrimack,State Senate,7,REP,Joshua F. Youssef,False,458
Franklin,Merrimack,State Senate,7,REP,Joshua F. Youssef,False,1172
Gilford,Belknap,State Senate,7,REP,Joshua F. Youssef,False,1823
Laconia,Belknap,State Senate,7,REP,Joshua F. Youssef,False,3101
Northfield,Merrimack,State Senate,7,REP,Joshua F. Youssef,False,830
Salisbury,Merrimack,State Senate,7,REP,Joshua F. Youssef,False,314
Webster,Merrimack,State Senate,7,REP,Joshua F. Youssef,False,401
Andover,Merrimack,State Senate,7,,Scatter,False,4
Belmont,Belknap,State Senate,7,,Scatter,False,2
Boscawen,Merrimack,State Senate,7,,Scatter,False,2
Canterbury,Merrimack,State Senate,7,,Scatter,False,7
Franklin,Merrimack,State Senate,7,,Scatter,False,19
Gilford,Belknap,State Senate,7,,Scatter,False,3
Laconia,Belknap,State Senate,7,,Scatter,False,0
Northfield,Merrimack,State Senate,7,,Scatter,False,2
Salisbury,Merrimack,State Senate,7,,Scatter,False,0
Webster,Merrimack,State Senate,7,,Scatter,False,0
Acworth,Sullivan,State Senate,8,REP,Bob Odell,True,282
Antrim,Hillsborough,State Senate,8,REP,Bob Odell,True,674
Bennington,Hillsborough,State Senate,8,REP,Bob Odell,True,384
Bradford,Merrimack,State Senate,8,REP,Bob Odell,True,529
Croydon,Sullivan,State Senate,8,REP,Bob Odell,True,295
Deering,Hillsborough,State Senate,8,REP,Bob Odell,True,517
Francestown,Hillsborough,State Senate,8,REP,Bob Odell,True,522
Goshen,Sullivan,State Senate,8,REP,Bob Odell,True,300
Grantham,Sullivan,State Senate,8,REP,Bob Odell,True,951
Hillsborough,Hillsborough,State Senate,8,REP,Bob Odell,True,1348
Langdon,Sullivan,State Senate,8,REP,Bob Odell,True,214
Lempster,Sullivan,State Senate,8,REP,Bob Odell,True,436
Marlow,Cheshire,State Senate,8,REP,Bob Odell,True,222
New London,Merrimack,State Senate,8,REP,Bob Odell,True,1863
Newbury,Merrimack,State Senate,8,REP,Bob Odell,True,866
Newport,Sullivan,State Senate,8,REP,Bob Odell,True,1871
Springfield,Sullivan,State Senate,8,REP,Bob Odell,True,445
Stoddard,Cheshire,State Senate,8,REP,Bob Odell,True,407
Sunapee,Sullivan,State Senate,8,REP,Bob Odell,True,1378
Sutton,Merrimack,State Senate,8,REP,Bob Odell,True,639
Unity,Sullivan,State Senate,8,REP,Bob Odell,True,505
Washington,Sullivan,State Senate,8,REP,Bob Odell,True,388
Weare,Hillsborough,State Senate,8,REP,Bob Odell,True,2613
Windsor,Hillsborough,State Senate,8,REP,Bob Odell,True,60
Acworth,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,237
Antrim,Hillsborough,State Senate,8,DEM,Ckristopher Wallenstein,False,674
Bennington,Hillsborough,State Senate,8,DEM,Ckristopher Wallenstein,False,336
Bradford,Merrimack,State Senate,8,DEM,Ckristopher Wallenstein,False,380
Croydon,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,117
Deering,Hillsborough,State Senate,8,DEM,Ckristopher Wallenstein,False,420
Francestown,Hillsborough,State Senate,8,DEM,Ckristopher Wallenstein,False,460
Goshen,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,107
Grantham,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,911
Hillsborough,Hillsborough,State Senate,8,DEM,Ckristopher Wallenstein,False,1193
Langdon,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,155
Lempster,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,136
Marlow,Cheshire,State Senate,8,DEM,Ckristopher Wallenstein,False,180
New London,Merrimack,State Senate,8,DEM,Ckristopher Wallenstein,False,980
Newbury,Merrimack,State Senate,8,DEM,Ckristopher Wallenstein,False,414
Newport,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,776
Springfield,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,260
Stoddard,Cheshire,State Senate,8,DEM,Ckristopher Wallenstein,False,308
Sunapee,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,545
Sutton,Merrimack,State Senate,8,DEM,Ckristopher Wallenstein,False,482
Unity,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,212
Washington,Sullivan,State Senate,8,DEM,Ckristopher Wallenstein,False,178
Weare,Hillsborough,State Senate,8,DEM,Ckristopher Wallenstein,False,1638
Windsor,Hillsborough,State Senate,8,DEM,Ckristopher Wallenstein,False,39
Acworth,Sullivan,State Senate,8,,Scatter,False,0
Antrim,Hillsborough,State Senate,8,,Scatter,False,0
Bennington,Hillsborough,State Senate,8,,Scatter,False,1
Bradford,Merrimack,State Senate,8,,Scatter,False,0
Croydon,Sullivan,State Senate,8,,Scatter,False,1
Deering,Hillsborough,State Senate,8,,Scatter,False,0
Francestown,Hillsborough,State Senate,8,,Scatter,False,2
Goshen,Sullivan,State Senate,8,,Scatter,False,1
Grantham,Sullivan,State Senate,8,,Scatter,False,0
Hillsborough,Hillsborough,State Senate,8,,Scatter,False,2
Langdon,Sullivan,State Senate,8,,Scatter,False,0
Lempster,Sullivan,State Senate,8,,Scatter,False,0
Marlow,Cheshire,State Senate,8,,Scatter,False,1
New London,Merrimack,State Senate,8,,Scatter,False,4
Newbury,Merrimack,State Senate,8,,Scatter,False,0
Newport,Sullivan,State Senate,8,,Scatter,False,1
Springfield,Sullivan,State Senate,8,,Scatter,False,0
Stoddard,Cheshire,State Senate,8,,Scatter,False,0
Sunapee,Sullivan,State Senate,8,,Scatter,False,2
Sutton,Merrimack,State Senate,8,,Scatter,False,0
Unity,Sullivan,State Senate,8,,Scatter,False,2
Washington,Sullivan,State Senate,8,,Scatter,False,0
Weare,Hillsborough,State Senate,8,,Scatter,False,3
Windsor,Hillsborough,State Senate,8,,Scatter,False,0
Bedford,Hillsborough,State Senate,9,REP,Andy Sanborn,True,7189
Dublin,Cheshire,State Senate,9,REP,Andy Sanborn,True,374
Fitzwilliam,Cheshire,State Senate,9,REP,Andy Sanborn,True,556
Greenfield,Hillsborough,State Senate,9,REP,Andy Sanborn,True,420
Hancock,Hillsborough,State Senate,9,REP,Andy Sanborn,True,449
Jaffrey,Cheshire,State Senate,9,REP,Andy Sanborn,True,1269
Lyndeborough,Hillsborough,State Senate,9,REP,Andy Sanborn,True,460
Mont Vernon,Hillsborough,State Senate,9,REP,Andy Sanborn,True,761
New Boston,Hillsborough,State Senate,9,REP,Andy Sanborn,True,1416
Peterborough,Hillsborough,State Senate,9,REP,Andy Sanborn,True,1294
Richmond,Cheshire,State Senate,9,REP,Andy Sanborn,True,337
Sharon,Hillsborough,State Senate,9,REP,Andy Sanborn,True,100
Temple,Hillsborough,State Senate,9,REP,Andy Sanborn,True,395
Troy,Cheshire,State Senate,9,REP,Andy Sanborn,True,434
Bedford,Hillsborough,State Senate,9,DEM,Lee C. Nyquist,False,4935
Dublin,Cheshire,State Senate,9,DEM,Lee C. Nyquist,False,615
Fitzwilliam,Cheshire,State Senate,9,DEM,Lee C. Nyquist,False,664
Greenfield,Hillsborough,State Senate,9,DEM,Lee C. Nyquist,False,448
Hancock,Hillsborough,State Senate,9,DEM,Lee C. Nyquist,False,711
Jaffrey,Cheshire,State Senate,9,DEM,Lee C. Nyquist,False,1385
Lyndeborough,Hillsborough,State Senate,9,DEM,Lee C. Nyquist,False,490
Mont Vernon,Hillsborough,State Senate,9,DEM,Lee C. Nyquist,False,636
New Boston,Hillsborough,State Senate,9,DEM,Lee C. Nyquist,False,1650
Peterborough,Hillsborough,State Senate,9,DEM,Lee C. Nyquist,False,2339
Richmond,Cheshire,State Senate,9,DEM,Lee C. Nyquist,False,315
Sharon,Hillsborough,State Senate,9,DEM,Lee C. Nyquist,False,147
Temple,Hillsborough,State Senate,9,DEM,Lee C. Nyquist,False,408
Troy,Cheshire,State Senate,9,DEM,Lee C. Nyquist,False,498
Alstead,Cheshire,State Senate,10,DEM,Molly Kelly,True,641
Chesterfield,Cheshire,State Senate,10,DEM,Molly Kelly,True,1251
Gilsum,Cheshire,State Senate,10,DEM,Molly Kelly,True,234
Harrisville,Cheshire,State Senate,10,DEM,Molly Kelly,True,482
Hinsdale,Cheshire,State Senate,10,DEM,Molly Kelly,True,1189
Keene,Cheshire,State Senate,10,DEM,Molly Kelly,True,8326
Marlborough,Cheshire,State Senate,10,DEM,Molly Kelly,True,749
Nelson,Cheshire,State Senate,10,DEM,Molly Kelly,True,297
Roxbury,Cheshire,State Senate,10,DEM,Molly Kelly,True,94
Sullivan,Cheshire,State Senate,10,DEM,Molly Kelly,True,215
Surry,Cheshire,State Senate,10,DEM,Molly Kelly,True,293
Swanzey,Cheshire,State Senate,10,DEM,Molly Kelly,True,2033
Walpole,Cheshire,State Senate,10,DEM,Molly Kelly,True,1237
Westmoreland,Cheshire,State Senate,10,DEM,Molly Kelly,True,649
Winchester,Cheshire,State Senate,10,DEM,Molly Kelly,True,1120
Alstead,Cheshire,State Senate,10,REP,Richard A. Foote,False,318
Chesterfield,Cheshire,State Senate,10,REP,Richard A. Foote,False,834
Gilsum,Cheshire,State Senate,10,REP,Richard A. Foote,False,185
Harrisville,Cheshire,State Senate,10,REP,Richard A. Foote,False,178
Hinsdale,Cheshire,State Senate,10,REP,Richard A. Foote,False,473
Keene,Cheshire,State Senate,10,REP,Richard A. Foote,False,3313
Marlborough,Cheshire,State Senate,10,REP,Richard A. Foote,False,352
Nelson,Cheshire,State Senate,10,REP,Richard A. Foote,False,143
Roxbury,Cheshire,State Senate,10,REP,Richard A. Foote,False,51
Sullivan,Cheshire,State Senate,10,REP,Richard A. Foote,False,148
Surry,Cheshire,State Senate,10,REP,Richard A. Foote,False,186
Swanzey,Cheshire,State Senate,10,REP,Richard A. Foote,False,1504
Walpole,Cheshire,State Senate,10,REP,Richard A. Foote,False,774
Westmoreland,Cheshire,State Senate,10,REP,Richard A. Foote,False,410
Winchester,Cheshire,State Senate,10,REP,Richard A. Foote,False,614
Alstead,Cheshire,State Senate,10,,Scatter,False,0
Chesterfield,Cheshire,State Senate,10,,Scatter,False,0
Gilsum,Cheshire,State Senate,10,,Scatter,False,0
Harrisville,Cheshire,State Senate,10,,Scatter,False,1
Hinsdale,Cheshire,State Senate,10,,Scatter,False,0
Keene,Cheshire,State Senate,10,,Scatter,False,16
Marlborough,Cheshire,State Senate,10,,Scatter,False,2
Nelson,Cheshire,State Senate,10,,Scatter,False,0
Roxbury,Cheshire,State Senate,10,,Scatter,False,0
Sullivan,Cheshire,State Senate,10,,Scatter,False,0
Surry,Cheshire,State Senate,10,,Scatter,False,0
Swanzey,Cheshire,State Senate,10,,Scatter,False,1
Walpole,Cheshire,State Senate,10,,Scatter,False,1
Westmoreland,Cheshire,State Senate,10,,Scatter,False,0
Winchester,Cheshire,State Senate,10,,Scatter,False,1
Amherst,Hillsborough,State Senate,11,REP,Peter Bragdon,True,4286
Merrimack,Hillsborough,State Senate,11,REP,Peter Bragdon,True,8248
Milford,Hillsborough,State Senate,11,REP,Peter Bragdon,True,4851
Wilton,Hillsborough,State Senate,11,REP,Peter Bragdon,True,1259
Amherst,Hillsborough,State Senate,11,,Scatter,False,62
Merrimack,Hillsborough,State Senate,11,,Scatter,False,0
Milford,Hillsborough,State Senate,11,,Scatter,False,55
Wilton,Hillsborough,State Senate,11,,Scatter,False,0
