county,town,office,party,candidate,votes
Cheshire,Chesterfield,President,D,Clinton and Kaine,1166
Cheshire,Chesterfield,President,G,Stein and Baraka,11
Cheshire,Chesterfield,President,A.D.,De La Fuente and Steinberg,3
Cheshire,Chesterfield,President,LIB,Johnson and weld,71
Cheshire,Chesterfield,President,,Scatter,
Cheshire,Dublin,President,R,Trump and Pence,370
Cheshire,Dublin,President,D,Clinton and Kaine,598
Cheshire,Dublin,President,G,Stein and Baraka,6
Cheshire,Dublin,President,A.D.,De La Fuente and Steinberg,2
Cheshire,Dublin,President,LIB,Johnson and weld,40
Cheshire,Dublin,President,,Scatter,
Cheshire,Fitzwilliam,President,R,Trump and Pence,623
Cheshire,Fitzwilliam,President,D,Clinton and Kaine,577
Cheshire,Fitzwilliam,President,G,Stein and Baraka,0
Cheshire,Fitzwilliam,President,A.D.,De La Fuente and Steinberg,0
Cheshire,Fitzwilliam,President,LIB,Johnson and weld,52
Cheshire,Fitzwilliam,President,,Scatter,
Cheshire,Gilsum,President,R,Trump and Pence,231
Cheshire,Gilsum,President,D,Clinton and Kaine,197
Cheshire,Gilsum,President,G,Stein and Baraka,9
Cheshire,Gilsum,President,A.D.,De La Fuente and Steinberg,0
Cheshire,Gilsum,President,LIB,Johnson and weld,13
Cheshire,Gilsum,President,,Scatter,
Cheshire,Harrisville,President,R,Trump and Pence,202
Cheshire,Harrisville,President,D,Clinton and Kaine,446
Cheshire,Harrisville,President,G,Stein and Baraka,7
Cheshire,Harrisville,President,A.D.,De La Fuente and Steinberg,1
Cheshire,Harrisville,President,LIB,Johnson and weld,21
Cheshire,Harrisville,President,,Scatter,
Cheshire,Hinsdale,President,R,Trump and Pence,733
Cheshire,Hinsdale,President,D,Clinton and Kaine,917
Cheshire,Hinsdale,President,G,Stein and Baraka,21
Cheshire,Hinsdale,President,A.D.,De La Fuente and Steinberg,4
Cheshire,Hinsdale,President,LIB,Johnson and weld,47
Cheshire,Hinsdale,President,,Scatter,
Cheshire,Jaffrey,President,R,Trump and Pence,1284
Cheshire,Jaffrey,President,D,Clinton and Kaine,1311
Cheshire,Jaffrey,President,G,Stein and Baraka,39
Cheshire,Jaffrey,President,A.D.,De La Fuente and Steinberg,5
Cheshire,Jaffrey,President,LIB,Johnson and weld,150
Cheshire,Jaffrey,President,,Scatter,
Cheshire,Keene Ward 1,President,R,Trump and Pence,640
Cheshire,Keene Ward 1,President,D,Clinton and Kaine,1462
Cheshire,Keene Ward 1,President,G,Stein and Baraka,46
Cheshire,Keene Ward 1,President,A.D.,De La Fuente and Steinberg,3
Cheshire,Keene Ward 1,President,LIB,Johnson and weld,97
Cheshire,Keene Ward 1,President,,Scatter,
Cheshire,Keene Ward 2,President,R,Trump and Pence,692
Cheshire,Keene Ward 2,President,D,Clinton and Kaine,1648
Cheshire,Keene Ward 2,President,G,Stein and Baraka,40
Cheshire,Keene Ward 2,President,A.D.,De La Fuente and Steinberg,4
Cheshire,Keene Ward 2,President,LIB,Johnson and weld,86
Cheshire,Keene Ward 2,President,,Scatter,
Cheshire,Keene Ward 3,President,R,Trump and Pence,736
Cheshire,Keene Ward 3,President,D,Clinton and Kaine,1424
Cheshire,Keene Ward 3,President,G,Stein and Baraka,32
Cheshire,Keene Ward 3,President,A.D.,De La Fuente and Steinberg,1
Cheshire,Keene Ward 3,President,LIB,Johnson and weld,84
Cheshire,Keene Ward 3,President,,Scatter,
Cheshire,Keene Ward 4,President,R,Trump and Pence,791
Cheshire,Keene Ward 4,President,D,Clinton and Kaine,1581
Cheshire,Keene Ward 4,President,G,Stein and Baraka,42
Cheshire,Keene Ward 4,President,A.D.,De La Fuente and Steinberg,0
Cheshire,Keene Ward 4,President,LIB,Johnson and weld,87
Cheshire,Keene Ward 4,President,,Scatter,
Cheshire,Keene Ward 5,President,R,Trump and Pence,972
Cheshire,Keene Ward 5,President,D,Clinton and Kaine,1817
Cheshire,Keene Ward 5,President,G,Stein and Baraka,38
Cheshire,Keene Ward 5,President,A.D.,De La Fuente and Steinberg,2
Cheshire,Keene Ward 5,President,LIB,Johnson and weld,107
Cheshire,Keene Ward 5,President,,Scatter,
Cheshire,Marlborough,President,R,Trump and Pence,408
Cheshire,Marlborough,President,D,Clinton and Kaine,711
Cheshire,Marlborough,President,G,Stein and Baraka,10
Cheshire,Marlborough,President,A.D.,De La Fuente and Steinberg,2
Cheshire,Marlborough,President,LIB,Johnson and weld,34
Cheshire,Marlborough,President,,Scatter,
Cheshire,Marlow,President,R,Trump and Pence,200
Cheshire,Marlow,President,D,Clinton and Kaine,219
Cheshire,Marlow,President,G,Stein and Baraka,2
Cheshire,Marlow,President,A.D.,De La Fuente and Steinberg,1
Cheshire,Marlow,President,LIB,Johnson and weld,19
Cheshire,Marlow,President,,Scatter,
Cheshire,Nelson,President,R,Trump and Pence,138
Cheshire,Nelson,President,D,Clinton and Kaine,259
Cheshire,Nelson,President,G,Stein and Baraka,9
Cheshire,Nelson,President,A.D.,De La Fuente and Steinberg,0
Cheshire,Nelson,President,LIB,Johnson and weld,17
Cheshire,Nelson,President,,Scatter,
Cheshire,Richmond,President,R,Trump and Pence,357
Cheshire,Richmond,President,D,Clinton and Kaine,269
Cheshire,Richmond,President,G,Stein and Baraka,5
Cheshire,Richmond,President,A.D.,De La Fuente and Steinberg,0
Cheshire,Richmond,President,LIB,Johnson and weld,34
Cheshire,Richmond,President,,Scatter,
Cheshire,Rindge,President,R,Trump and Pence,1961
Cheshire,Rindge,President,D,Clinton and Kaine,1292
Cheshire,Rindge,President,G,Stein and Baraka,24
Cheshire,Rindge,President,A.D.,De La Fuente and Steinberg,4
Cheshire,Rindge,President,LIB,Johnson and weld,163
Cheshire,Rindge,President,,Scatter,
Cheshire,Roxbury,President,R,Trump and Pence,58
Cheshire,Roxbury,President,D,Clinton and Kaine,72
Cheshire,Roxbury,President,G,Stein and Baraka,3
Cheshire,Roxbury,President,A.D.,De La Fuente and Steinberg,0
Cheshire,Roxbury,President,LIB,Johnson and weld,6
Cheshire,Roxbury,President,,Scatter,
Cheshire,Stoddard,President,R,Trump and Pence,378
Cheshire,Stoddard,President,D,Clinton and Kaine,350
Cheshire,Stoddard,President,G,Stein and Baraka,8
Cheshire,Stoddard,President,A.D.,De La Fuente and Steinberg,1
Cheshire,Stoddard,President,LIB,Johnson and weld,28
Cheshire,Stoddard,President,,Scatter,
Cheshire,Sullivan,President,R,Trump and Pence,172
Cheshire,Sullivan,President,D,Clinton and Kaine,196
Cheshire,Sullivan,President,G,Stein and Baraka,3
Cheshire,Sullivan,President,A.D.,De La Fuente and Steinberg,0
Cheshire,Sullivan,President,LIB,Johnson and weld,25
Cheshire,Sullivan,President,,Scatter,
Cheshire,Surry,President,R,Trump and Pence,244
Cheshire,Surry,President,D,Clinton and Kaine,237
Cheshire,Surry,President,G,Stein and Baraka,4
Cheshire,Surry,President,A.D.,De La Fuente and Steinberg,0
Cheshire,Surry,President,LIB,Johnson and weld,14
Cheshire,Surry,President,,Scatter,
Cheshire,Swanzey,President,R,Trump and Pence,1828
Cheshire,Swanzey,President,D,Clinton and Kaine,1807
Cheshire,Swanzey,President,G,Stein and Baraka,34
Cheshire,Swanzey,President,A.D.,De La Fuente and Steinberg,3
Cheshire,Swanzey,President,LIB,Johnson and weld,144
Cheshire,Swanzey,President,,Scatter,
Cheshire,Troy,President,R,Trump and Pence,509
Cheshire,Troy,President,D,Clinton and Kaine,422
Cheshire,Troy,President,G,Stein and Baraka,8
Cheshire,Troy,President,A.D.,De La Fuente and Steinberg,0
Cheshire,Troy,President,LIB,Johnson and weld,60
Cheshire,Troy,President,,Scatter,
Cheshire,Walpole,President,R,Trump and Pence,755
Cheshire,Walpole,President,D,Clinton and Kaine,1169
Cheshire,Walpole,President,G,Stein and Baraka,27
Cheshire,Walpole,President,A.D.,De La Fuente and Steinberg,3
Cheshire,Walpole,President,LIB,Johnson and weld,104
Cheshire,Walpole,President,,Scatter,
Cheshire,Westmoreland,President,R,Trump and Pence,411
Cheshire,Westmoreland,President,D,Clinton and Kaine,555
Cheshire,Westmoreland,President,G,Stein and Baraka,11
Cheshire,Westmoreland,President,A.D.,De La Fuente and Steinberg,1
Cheshire,Westmoreland,President,LIB,Johnson and weld,41
Cheshire,Westmoreland,President,,Scatter,
Cheshire,Winchester,President,R,Trump and Pence,829
Cheshire,Winchester,President,D,Clinton and Kaine,840
Cheshire,Winchester,President,G,Stein and Baraka,25
Cheshire,Winchester,President,A.D.,De La Fuente and Steinberg,0
Cheshire,Winchester,President,LIB,Johnson and weld,75
Cheshire,Winchester,President,,Scatter,
Cheshire,TOTALS,President,R,Trump and Pence,16876
Cheshire,TOTALS,President,D,Clinton and Kaine,22064
Cheshire,TOTALS,President,G,Stein and Baraka,484
Cheshire,TOTALS,President,A.D.,De La Fuente and Steinberg,41
Cheshire,TOTALS,President,LIB,Johnson and weld,1656
Cheshire,TOTALS,President,,Scatter,
Cheshire,,President,R,Trump and Pence,
Cheshire,,President,D,Clinton and Kaine,
Cheshire,,President,G,Stein and Baraka,
Cheshire,,President,A.D.,De La Fuente and Steinberg,
Cheshire,,President,LIB,Johnson and weld,
Cheshire,,President,,Scatter,
Coos,At. & Gil. Academy Grant,President,R,Trump and Pence,0
Coos,At. & Gil. Academy Grant,President,D,Clinton and Kaine,0
Coos,At. & Gil. Academy Grant,President,G,Stein and Baraka,0
Coos,At. & Gil. Academy Grant,President,A.D.,De La Fuente and Steinberg,0
Coos,At. & Gil. Academy Grant,President,LIB,Johnson and weld,0
Coos,At. & Gil. Academy Grant,President,,Scatter,0
Coos,Bean's Grant,President,R,Trump and Pence,0
Coos,Bean's Grant,President,D,Clinton and Kaine,0
Coos,Bean's Grant,President,G,Stein and Baraka,0
Coos,Bean's Grant,President,A.D.,De La Fuente and Steinberg,0
Coos,Bean's Grant,President,LIB,Johnson and weld,0
Coos,Bean's Grant,President,,Scatter,0
Coos,Bean's Purchase,President,R,Trump and Pence,0
Coos,Bean's Purchase,President,D,Clinton and Kaine,0
Coos,Bean's Purchase,President,G,Stein and Baraka,0
Coos,Bean's Purchase,President,A.D.,De La Fuente and Steinberg,0
Coos,Bean's Purchase,President,LIB,Johnson and weld,0
Coos,Bean's Purchase,President,,Scatter,0
Coos,Berlin,President,R,Trump and Pence,1766
Coos,Berlin,President,D,Clinton and Kaine,1954
Coos,Berlin,President,G,Stein and Baraka,34
Coos,Berlin,President,A.D.,De La Fuente and Steinberg,7
Coos,Berlin,President,LIB,Johnson and weld,156
Coos,Berlin,President,,Scatter,
Coos,Cambridge,President,R,Trump and Pence,1
Coos,Cambridge,President,D,Clinton and Kaine,1
Coos,Cambridge,President,G,Stein and Baraka,0
Coos,Cambridge,President,A.D.,De La Fuente and Steinberg,0
Coos,Cambridge,President,LIB,Johnson and weld,0
Coos,Cambridge,President,,Scatter,0
Coos,Carroll,President,R,Trump and Pence,245
Coos,Carroll,President,D,Clinton and Kaine,213
Coos,Carroll,President,G,Stein and Baraka,6
Coos,Carroll,President,A.D.,De La Fuente and Steinberg,0
Coos,Carroll,President,LIB,Johnson and weld,9
Coos,Carroll,President,,Scatter,
Coos,Chandler's Purchase,President,R,Trump and Pence,0
Coos,Chandler's Purchase,President,D,Clinton and Kaine,0
Coos,Chandler's Purchase,President,G,Stein and Baraka,0
Coos,Chandler's Purchase,President,A.D.,De La Fuente and Steinberg,0
Coos,Chandler's Purchase,President,LIB,Johnson and weld,0
Coos,Chandler's Purchase,President,,Scatter,0
Coos,Clarksville,President,R,Trump and Pence,95
Coos,Clarksville,President,D,Clinton and Kaine,68
Coos,Clarksville,President,G,Stein and Baraka,4
Coos,Clarksville,President,A.D.,De La Fuente and Steinberg,0
Coos,Clarksville,President,LIB,Johnson and weld,5
Coos,Clarksville,President,,Scatter,
Coos,Colebrook,President,R,Trump and Pence,593
Coos,Colebrook,President,D,Clinton and Kaine,359
Coos,Colebrook,President,G,Stein and Baraka,13
Coos,Colebrook,President,A.D.,De La Fuente and Steinberg,3
Coos,Colebrook,President,LIB,Johnson and weld,51
Coos,Colebrook,President,,Scatter,
Coos,Columbia,President,R,Trump and Pence,219
Coos,Columbia,President,D,Clinton and Kaine,109
Coos,Columbia,President,G,Stein and Baraka,2
Coos,Columbia,President,A.D.,De La Fuente and Steinberg,0
Coos,Columbia,President,LIB,Johnson and weld,13
Coos,Columbia,President,,Scatter,
Coos,Crawford's Purchase,President,R,Trump and Pence,0
Coos,Crawford's Purchase,President,D,Clinton and Kaine,0
Coos,Crawford's Purchase,President,G,Stein and Baraka,0
Coos,Crawford's Purchase,President,A.D.,De La Fuente and Steinberg,0
Coos,Crawford's Purchase,President,LIB,Johnson and weld,0
Coos,Crawford's Purchase,President,,Scatter,0
Coos,Cutt's Grant,President,R,Trump and Pence,0
Coos,Cutt's Grant,President,D,Clinton and Kaine,0
Coos,Cutt's Grant,President,G,Stein and Baraka,0
Coos,Cutt's Grant,President,A.D.,De La Fuente and Steinberg,0
Coos,Cutt's Grant,President,LIB,Johnson and weld,0
Coos,Cutt's Grant,President,,Scatter,0
Coos,Dalton,President,R,Trump and Pence,280
Coos,Dalton,President,D,Clinton and Kaine,192
Coos,Dalton,President,G,Stein and Baraka,5
Coos,Dalton,President,A.D.,De La Fuente and Steinberg,0
Coos,Dalton,President,LIB,Johnson and weld,18
Coos,Dalton,President,,Scatter,
Coos,Dix's Grant,President,R,Trump and Pence,0
Coos,Dix's Grant,President,D,Clinton and Kaine,0
Coos,Dix's Grant,President,G,Stein and Baraka,0
Coos,Dix's Grant,President,A.D.,De La Fuente and Steinberg,0
Coos,Dix's Grant,President,LIB,Johnson and weld,0
Coos,Dix's Grant,President,,Scatter,0
Coos,Dixville,President,R,Trump and Pence,2
Coos,Dixville,President,D,Clinton and Kaine,4
Coos,Dixville,President,G,Stein and Baraka,0
Coos,Dixville,President,A.D.,De La Fuente and Steinberg,0
Coos,Dixville,President,LIB,Johnson and weld,1
Coos,Dixville,President,,Scatter,
Coos,Dummer,President,R,Trump and Pence,99
Coos,Dummer,President,D,Clinton and Kaine,65
Coos,Dummer,President,G,Stein and Baraka,2
Coos,Dummer,President,A.D.,De La Fuente and Steinberg,0
Coos,Dummer,President,LIB,Johnson and weld,6
Coos,Dummer,President,,Scatter,
Coos,Errol,President,R,Trump and Pence,135
Coos,Errol,President,D,Clinton and Kaine,54
Coos,Errol,President,G,Stein and Baraka,0
Coos,Errol,President,A.D.,De La Fuente and Steinberg,0
Coos,Errol,President,LIB,Johnson and weld,6
Coos,Errol,President,,Scatter,
Coos,Erving's Location,President,R,Trump and Pence,0
Coos,Erving's Location,President,D,Clinton and Kaine,0
Coos,Erving's Location,President,G,Stein and Baraka,0
Coos,Erving's Location,President,A.D.,De La Fuente and Steinberg,0
Coos,Erving's Location,President,LIB,Johnson and weld,0
Coos,Erving's Location,President,,Scatter,
Coos,Gorham,President,R,Trump and Pence,693
Coos,Gorham,President,D,Clinton and Kaine,770
Coos,Gorham,President,G,Stein and Baraka,11
Coos,Gorham,President,A.D.,De La Fuente and Steinberg,1
Coos,Gorham,President,LIB,Johnson and weld,58
Coos,Gorham,President,,Scatter,
Coos,Green's Grant,President,R,Trump and Pence,0
Coos,Green's Grant,President,D,Clinton and Kaine,1
Coos,Green's Grant,President,G,Stein and Baraka,0
Coos,Green's Grant,President,A.D.,De La Fuente and Steinberg,0
Coos,Green's Grant,President,LIB,Johnson and weld,0
Coos,Green's Grant,President,,Scatter,0
Coos,Hadley's Purchase,President,R,Trump and Pence,0
Coos,Hadley's Purchase,President,D,Clinton and Kaine,0
Coos,Hadley's Purchase,President,G,Stein and Baraka,0
Coos,Hadley's Purchase,President,A.D.,De La Fuente and Steinberg,0
Coos,Hadley's Purchase,President,LIB,Johnson and weld,0
Coos,Hadley's Purchase,President,,Scatter,0
Coos,Jefferson,President,R,Trump and Pence,357
Coos,Jefferson,President,D,Clinton and Kaine,216
Coos,Jefferson,President,G,Stein and Baraka,5
Coos,Jefferson,President,A.D.,De La Fuente and Steinberg,0
Coos,Jefferson,President,LIB,Johnson and weld,24
Coos,Jefferson,President,,Scatter,
Coos,Kilkenny,President,R,Trump and Pence,0
Coos,Kilkenny,President,D,Clinton and Kaine,0
Coos,Kilkenny,President,G,Stein and Baraka,0
Coos,Kilkenny,President,A.D.,De La Fuente and Steinberg,0
Coos,Kilkenny,President,LIB,Johnson and weld,0
Coos,Kilkenny,President,,Scatter,0
Coos,Lancaster,President,R,Trump and Pence,841
Coos,Lancaster,President,D,Clinton and Kaine,657
Coos,Lancaster,President,G,Stein and Baraka,23
Coos,Lancaster,President,A.D.,De La Fuente and Steinberg,4
Coos,Lancaster,President,LIB,Johnson and weld,58
Coos,Lancaster,President,,Scatter,
Coos,Low & Burbank's Grant,President,R,Trump and Pence,0
Coos,Low & Burbank's Grant,President,D,Clinton and Kaine,0
Coos,Low & Burbank's Grant,President,G,Stein and Baraka,0
Coos,Low & Burbank's Grant,President,A.D.,De La Fuente and Steinberg,0
Coos,Low & Burbank's Grant,President,LIB,Johnson and weld,0
Coos,Low & Burbank's Grant,President,,Scatter,0
Coos,Martin's Location,President,R,Trump and Pence,0
Coos,Martin's Location,President,D,Clinton and Kaine,0
Coos,Martin's Location,President,G,Stein and Baraka,0
Coos,Martin's Location,President,A.D.,De La Fuente and Steinberg,0
Coos,Martin's Location,President,LIB,Johnson and weld,0
Coos,Martin's Location,President,,Scatter,0
Coos,Milan,President,R,Trump and Pence,414
Coos,Milan,President,D,Clinton and Kaine,298
Coos,Milan,President,G,Stein and Baraka,8
Coos,Milan,President,A.D.,De La Fuente and Steinberg,0
Coos,Milan,President,LIB,Johnson and weld,24
Coos,Milan,President,,Scatter,
Coos,Millsfield,President,R,Trump and Pence,16
Coos,Millsfield,President,D,Clinton and Kaine,4
Coos,Millsfield,President,G,Stein and Baraka,0
Coos,Millsfield,President,A.D.,De La Fuente and Steinberg,0
Coos,Millsfield,President,LIB,Johnson and weld,0
Coos,Millsfield,President,,Scatter,
Coos,Northumberland,President,R,Trump and Pence,539
Coos,Northumberland,President,D,Clinton and Kaine,387
Coos,Northumberland,President,G,Stein and Baraka,18
Coos,Northumberland,President,A.D.,De La Fuente and Steinberg,4
Coos,Northumberland,President,LIB,Johnson and weld,42
Coos,Northumberland,President,,Scatter,
Coos,Odell,President,R,Trump and Pence,0
Coos,Odell,President,D,Clinton and Kaine,0
Coos,Odell,President,G,Stein and Baraka,0
Coos,Odell,President,A.D.,De La Fuente and Steinberg,0
Coos,Odell,President,LIB,Johnson and weld,0
Coos,Odell,President,,Scatter,0
Coos,Pinkham's Grant,President,R,Trump and Pence,0
Coos,Pinkham's Grant,President,D,Clinton and Kaine,3
Coos,Pinkham's Grant,President,G,Stein and Baraka,0
Coos,Pinkham's Grant,President,A.D.,De La Fuente and Steinberg,0
Coos,Pinkham's Grant,President,LIB,Johnson and weld,0
Coos,Pinkham's Grant,President,,Scatter,
Coos,Pittsburg,President,R,Trump and Pence,343
Coos,Pittsburg,President,D,Clinton and Kaine,121
Coos,Pittsburg,President,G,Stein and Baraka,3
Coos,Pittsburg,President,A.D.,De La Fuente and Steinberg,0
Coos,Pittsburg,President,LIB,Johnson and weld,5
Coos,Pittsburg,President,,Scatter,
Coos,Randolph,President,R,Trump and Pence,79
Coos,Randolph,President,D,Clinton and Kaine,160
Coos,Randolph,President,G,Stein and Baraka,2
Coos,Randolph,President,A.D.,De La Fuente and Steinberg,1
Coos,Randolph,President,LIB,Johnson and weld,7
Coos,Randolph,President,,Scatter,
Coos,Sargent's Purchase,President,R,Trump and Pence,0
Coos,Sargent's Purchase,President,D,Clinton and Kaine,0
Coos,Sargent's Purchase,President,G,Stein and Baraka,0
Coos,Sargent's Purchase,President,A.D.,De La Fuente and Steinberg,0
Coos,Sargent's Purchase,President,LIB,Johnson and weld,0
Coos,Sargent's Purchase,President,,Scatter,0
Coos,Second College Grant,President,R,Trump and Pence,0
Coos,Second College Grant,President,D,Clinton and Kaine,0
Coos,Second College Grant,President,G,Stein and Baraka,0
Coos,Second College Grant,President,A.D.,De La Fuente and Steinberg,0
Coos,Second College Grant,President,LIB,Johnson and weld,0
Coos,Second College Grant,President,,Scatter,0
Coos,Shelburne,President,R,Trump and Pence,116
Coos,Shelburne,President,D,Clinton and Kaine,125
Coos,Shelburne,President,G,Stein and Baraka,0
Coos,Shelburne,President,A.D.,De La Fuente and Steinberg,0
Coos,Shelburne,President,LIB,Johnson and weld,10
Coos,Shelburne,President,,Scatter,
Coos,Stark,President,R,Trump and Pence,186
Coos,Stark,President,D,Clinton and Kaine,98
Coos,Stark,President,G,Stein and Baraka,3
Coos,Stark,President,A.D.,De La Fuente and Steinberg,0
Coos,Stark,President,LIB,Johnson and weld,6
Coos,Stark,President,,Scatter,
Coos,Stewartstown,President,R,Trump and Pence,231
Coos,Stewartstown,President,D,Clinton and Kaine,95
Coos,Stewartstown,President,G,Stein and Baraka,4
Coos,Stewartstown,President,A.D.,De La Fuente and Steinberg,1
Coos,Stewartstown,President,LIB,Johnson and weld,19
Coos,Stewartstown,President,,Scatter,
